Subject,Answer,Sentence,Age,Gender,Language,Item,Noun,Polarity
g6lzsajzlzfvl92,swan,"I want no hawk, but I want %%.",30,female,english,32,hawk,0
g6lzsajzlzfvl92,peas,"I want no broccoli, but I want %%.",30,female,english,15,broccoli,0
g6lzsajzlzfvl92,computer,"She wants no television, but she wants %%.",30,female,english,44,television,0
g6lzsajzlzfvl92,turtle,"She wants no frog, but she wants %%.",30,female,english,45,frog,0
g6lzsajzlzfvl92,lime,"They want no lemon, but they want %%.",30,female,english,40,lemon,0
g6lzsajzlzfvl92,bees,"She wants no hornet, but she wants %%.",30,female,english,36,hornet,0
g6lzsajzlzfvl92,train,"We want no ferry, but we want %%.",30,female,english,19,ferry,0
g6lzsajzlzfvl92,duck,"He wants no swan, but he wants %%.",30,female,english,17,swan,0
g6lzsajzlzfvl92,cabin,They want a castle and they want %%.,30,female,english,47,castle,1
g6lzsajzlzfvl92,jug,They want a bottle and they want %%.,30,female,english,39,bottle,1
g6lzsajzlzfvl92,dog,You want a cat and you want %%.,30,female,english,18,cat,1
g6lzsajzlzfvl92,theater,"I want no library, but I want %%.",30,female,english,48,library,0
g6lzsajzlzfvl92,chives,We want garlic and we want %%.,30,female,english,14,garlic,1
g6lzsajzlzfvl92,cow,"I want no goat, but I want %%.",30,female,english,1,goat,0
g6lzsajzlzfvl92,raven,"He wants no crow, but he wants %%.",30,female,english,34,crow,0
g6lzsajzlzfvl92,fridge,She wants a freezer and she wants %%.,30,female,english,22,freezer,1
g6lzsajzlzfvl92,scarf,I want a jacket and I want %%.,30,female,english,13,jacket,1
g6lzsajzlzfvl92,boots,"He wants no coat, but he wants %%.",30,female,english,27,coat,0
g6lzsajzlzfvl92,tv,"We want no radio, but we want %%.",30,female,english,46,radio,0
g6lzsajzlzfvl92,deer,"They want no beaver, but they want %%.",30,female,english,38,beaver,0
g6lzsajzlzfvl92,microwave,He wants a toaster and he wants %%.,30,female,english,6,toaster,1
g6lzsajzlzfvl92,fridge,He wants an oven and he wants %%.,30,female,english,31,oven,1
ek7gopx4lmovbed,water,They want a trout and they want %%.,30,male,english,42,trout,1
ek7gopx4lmovbed,radio,"We want no television, but we want %%.",30,male,english,44,television,0
ek7gopx4lmovbed,cow,He wants a deer and he wants %%.,30,male,english,12,deer,1
ek7gopx4lmovbed,deer,She wants a giraffe and she wants %%.,30,male,english,35,giraffe,1
ek7gopx4lmovbed,television,We want a radio and we want %%.,30,male,english,46,radio,1
ek7gopx4lmovbed,snake,"I want no alligator, but I want %%.",30,male,english,2,alligator,0
ek7gopx4lmovbed,butterfly,They want a hornet and they want %%.,30,male,english,36,hornet,1
ek7gopx4lmovbed,bike,"They want no truck, but they want %%.",30,male,english,11,truck,0
ek7gopx4lmovbed,eagle,We want a falcon and we want %%.,30,male,english,8,falcon,1
ek7gopx4lmovbed,cooker,"We want no oven, but we want %%.",30,male,english,31,oven,0
ek7gopx4lmovbed,mango,"They want no corn, but they want %%.",30,male,english,7,corn,0
ek7gopx4lmovbed,knife,"You want no freezer, but you want %%.",30,male,english,22,freezer,0
ek7gopx4lmovbed,pant,"They want no shirt, but they want %%.",30,male,english,10,shirt,0
ek7gopx4lmovbed,bike,We want a scooter and we want %%.,30,male,english,33,scooter,1
ek7gopx4lmovbed,parrot,He wants a lizard and he wants %%.,30,male,english,25,lizard,1
ek7gopx4lmovbed,dolphin,"You want no goldfish, but you want %%.",30,male,english,30,goldfish,0
ek7gopx4lmovbed,wild,"We want no cypress, but we want %%.",30,male,english,24,cypress,0
ek7gopx4lmovbed,shirt,"She wants no jacket, but she wants %%.",30,male,english,13,jacket,0
ek7gopx4lmovbed,suitcase,"He wants no bag, but he wants %%.",30,male,english,16,bag,0
ek7gopx4lmovbed,onion,They want garlic and they want %%.,30,male,english,14,garlic,1
ek7gopx4lmovbed,animal,You want a dress and you want %%.,30,male,english,20,dress,1
ek7gopx4lmovbed,mountain,"They want no ferry, but they want %%.",30,male,english,19,ferry,0
ek7gopx4lmovbed,temple,"She wants no library, but she wants %%.",30,male,english,48,library,0
ek7gopx4lmovbed,strawberry,She wants a cranberry and she wants %%.,30,male,english,29,cranberry,1
ek7gopx4lmovbed,elephant,I want a toaster and I want %%.,30,male,english,6,toaster,1
ek7gopx4lmovbed,deer,"They want no goat, but they want %%.",30,male,english,1,goat,0
ek7gopx4lmovbed,storm,We want a flute and we want %%.,30,male,english,28,flute,1
ek7gopx4lmovbed,duck,They want a swan and they want %%.,30,male,english,17,swan,1
ek7gopx4lmovbed,wash,"She wants no wasp, but she wants %%.",30,male,english,23,wasp,0
ek7gopx4lmovbed,temple,"He wants no castle, but he wants %%.",30,male,english,47,castle,0
ek7gopx4lmovbed,onion,"We want no potato, but we want %%.",30,male,english,37,potato,0
ek7gopx4lmovbed,snake,"They want no frog, but they want %%.",30,male,english,45,frog,0
ek7gopx4lmovbed,van,They want a bus and they want %%.,30,male,english,9,bus,1
ek7gopx4lmovbed,berry,He wants a goose and he wants %%.,30,male,english,5,goose,1
ek7gopx4lmovbed,stool,They want a chair and they want %%.,30,male,english,3,chair,1
ek7gopx4lmovbed,helicopter,He wants broccoli and he wants %%.,30,male,english,15,broccoli,1
ek7gopx4lmovbed,tyre,"You want no trumpet, but you want %%.",30,male,english,26,trumpet,0
ek7gopx4lmovbed,cow,"He wants no coat, but he wants %%.",30,male,english,27,coat,0
ek7gopx4lmovbed,fish,"He wants no sieve, but he wants %%.",30,male,english,50,sieve,0
ek7gopx4lmovbed,onion,"I want no lemon, but I want %%.",30,male,english,40,lemon,0
8k6ndkcsrtt7ux8,money,"They want no bag, but they want %%.",25,female,english,16,bag,0
8k6ndkcsrtt7ux8,bread,You want a toaster and you want %%.,25,female,english,6,toaster,1
8k6ndkcsrtt7ux8,dogs,He wants a cat and he wants %%.,25,female,english,18,cat,1
8k6ndkcsrtt7ux8,music,"You want no flute, but you want %%.",25,female,english,28,flute,0
8k6ndkcsrtt7ux8,rain,She wants a coat and she wants %%.,25,female,english,27,coat,1
8k6ndkcsrtt7ux8,food,You want a wasp and you want %%.,25,female,english,23,wasp,1
8k6ndkcsrtt7ux8,gum,I want a cypress and I want %%.,25,female,english,24,cypress,1
8k6ndkcsrtt7ux8,fruits,They want a cranberry and they want %%.,25,female,english,29,cranberry,1
8k6ndkcsrtt7ux8,birds,"She wants no crow, but she wants %%.",25,female,english,34,crow,0
8k6ndkcsrtt7ux8,cows,You want a castle and you want %%.,25,female,english,47,castle,1
8k6ndkcsrtt7ux8,fish,"You want no goldfish, but you want %%.",25,female,english,30,goldfish,0
8k6ndkcsrtt7ux8,drinks,"I want no beaver, but I want %%.",25,female,english,38,beaver,0
8k6ndkcsrtt7ux8,bird,We want a falcon and we want %%.,25,female,english,8,falcon,1
8k6ndkcsrtt7ux8,lion,"They want no giraffe, but they want %%.",25,female,english,35,giraffe,0
8k6ndkcsrtt7ux8,p,She wants a dress and she wants %%.,25,female,english,20,dress,1
8k6ndkcsrtt7ux8,tiger,"You want no deer, but you want %%.",25,female,english,12,deer,0
8k6ndkcsrtt7ux8,flavour,"She wants no garlic, but she wants %%.",25,female,english,14,garlic,0
8k6ndkcsrtt7ux8,sparrow,"We want no swan, but we want %%.",25,female,english,17,swan,0
8k6ndkcsrtt7ux8,meat,"He wants no goose, but he wants %%.",25,female,english,5,goose,0
8k6ndkcsrtt7ux8,food,He wants an oven and he wants %%.,25,female,english,31,oven,1
8k6ndkcsrtt7ux8,parrot,"I want no sparrow, but I want %%.",25,female,english,41,sparrow,0
8k6ndkcsrtt7ux8,travel,"They want no bus, but they want %%.",25,female,english,9,bus,0
8k6ndkcsrtt7ux8,money,"They want no poplar, but they want %%.",25,female,english,49,poplar,0
8k6ndkcsrtt7ux8,dress,We want a dagger and we want %%.,25,female,english,21,dagger,1
8k6ndkcsrtt7ux8,pants,We want a shirt and we want %%.,25,female,english,10,shirt,1
8k6ndkcsrtt7ux8,reptiles,"He wants no lizard, but he wants %%.",25,female,english,25,lizard,0
8k6ndkcsrtt7ux8,fruit,"He wants no lemon, but he wants %%.",25,female,english,40,lemon,0
8k6ndkcsrtt7ux8,veggies,"We want no broccoli, but we want %%.",25,female,english,15,broccoli,0
8k6ndkcsrtt7ux8,crocodile,"I want no alligator, but I want %%.",25,female,english,2,alligator,0
8k6ndkcsrtt7ux8,eagle,She wants a hawk and she wants %%.,25,female,english,32,hawk,1
8k6ndkcsrtt7ux8,money,I want a trout and I want %%.,25,female,english,42,trout,1
8k6ndkcsrtt7ux8,sugarcane,"She wants no corn, but she wants %%.",25,female,english,7,corn,0
8k6ndkcsrtt7ux8,water,I want a bottle and I want %%.,25,female,english,39,bottle,1
8k6ndkcsrtt7ux8,rain,We want a jacket and we want %%.,25,female,english,13,jacket,1
8k6ndkcsrtt7ux8,persons,"I want no truck, but I want %%.",25,female,english,11,truck,0
8k6ndkcsrtt7ux8,slaves,She wants a sieve and she wants %%.,25,female,english,50,sieve,1
8k6ndkcsrtt7ux8,tables,"They want no chair, but they want %%.",25,female,english,3,chair,0
8k6ndkcsrtt7ux8,horns,"You want no hornet, but you want %%.",25,female,english,36,hornet,0
8k6ndkcsrtt7ux8,books,They want a library and they want %%.,25,female,english,48,library,1
8k6ndkcsrtt7ux8,bike,He wants a scooter and he wants %%.,25,female,english,33,scooter,1
8k6ndkcsrtt7ux8,tomato,They want a potato and they want %%.,25,female,english,37,potato,1
8k6ndkcsrtt7ux8,mobile,"We want no television, but we want %%.",25,female,english,44,television,0
8k6ndkcsrtt7ux8,meat,She wants a goat and she wants %%.,25,female,english,1,goat,1
8k6ndkcsrtt7ux8,music,She wants a radio and she wants %%.,25,female,english,46,radio,1
8k6ndkcsrtt7ux8,glass,He wants a mug and he wants %%.,25,female,english,43,mug,1
8k6ndkcsrtt7ux8,ice,"We want no freezer, but we want %%.",25,female,english,22,freezer,0
8k6ndkcsrtt7ux8,boat,"We want no yacht, but we want %%.",25,female,english,4,yacht,0
8k6ndkcsrtt7ux8,money,I want a ferry and I want %%.,25,female,english,19,ferry,1
8k6ndkcsrtt7ux8,flute,"I want no trumpet, but I want %%.",25,female,english,26,trumpet,0
8k6ndkcsrtt7ux8,lizard,"They want no frog, but they want %%.",25,female,english,45,frog,0
asmakwvqo5gwcuf,cress,"They want no cypress, but they want %%.",23,female,english,24,cypress,0
wzuydqtyb88vl3w,travel,"I want no bus, but I want %%.",25,female,english,9,bus,0
wzuydqtyb88vl3w,cook,They want a potato and they want %%.,25,female,english,37,potato,1
wzuydqtyb88vl3w,shark,"They want no goldfish, but they want %%.",25,female,english,30,goldfish,0
wzuydqtyb88vl3w,color,"She wants no alligator, but she wants %%.",25,female,english,2,alligator,0
wzuydqtyb88vl3w,nature,"He wants no sieve, but he wants %%.",25,female,english,50,sieve,0
wzuydqtyb88vl3w,entertainment,"She wants no television, but she wants %%.",25,female,english,44,television,0
wzuydqtyb88vl3w,music,"They want no trumpet, but they want %%.",25,female,english,26,trumpet,0
wzuydqtyb88vl3w,taste,I want corn and I want %%.,25,female,english,7,corn,1
wzuydqtyb88vl3w,sleep,"I want no wasp, but I want %%.",25,female,english,23,wasp,0
wzuydqtyb88vl3w,drink,She wants a beaver and she wants %%.,25,female,english,38,beaver,1
wzuydqtyb88vl3w,boil,"You want no oven, but you want %%.",25,female,english,31,oven,0
wzuydqtyb88vl3w,taste,"We want no lemon, but we want %%.",25,female,english,40,lemon,0
wzuydqtyb88vl3w,animal,"She wants no frog, but she wants %%.",25,female,english,45,frog,0
wzuydqtyb88vl3w,rest,He wants a chair and he wants %%.,25,female,english,3,chair,1
wzuydqtyb88vl3w,ice,He wants a freezer and he wants %%.,25,female,english,22,freezer,1
wzuydqtyb88vl3w,ride,She wants a scooter and she wants %%.,25,female,english,33,scooter,1
wzuydqtyb88vl3w,water,"I want no bottle, but I want %%.",25,female,english,39,bottle,0
wzuydqtyb88vl3w,crisp,He wants garlic and he wants %%.,25,female,english,14,garlic,1
wzuydqtyb88vl3w,taste,He wants a falcon and he wants %%.,25,female,english,8,falcon,1
wzuydqtyb88vl3w,ride,She wants a truck and she wants %%.,25,female,english,11,truck,1
wzuydqtyb88vl3w,music,I want a hornet and I want %%.,25,female,english,36,hornet,1
wzuydqtyb88vl3w,toast,You want a toaster and you want %%.,25,female,english,6,toaster,1
wzuydqtyb88vl3w,carry,"You want no bag, but you want %%.",25,female,english,16,bag,0
wzuydqtyb88vl3w,music,"They want no flute, but they want %%.",25,female,english,28,flute,0
wzuydqtyb88vl3w,press,I want a cypress and I want %%.,25,female,english,24,cypress,1
wzuydqtyb88vl3w,cauliflower,"We want no broccoli, but we want %%.",25,female,english,15,broccoli,0
wzuydqtyb88vl3w,sound,"I want no radio, but I want %%.",25,female,english,46,radio,0
wzuydqtyb88vl3w,birds,They want a sparrow and they want %%.,25,female,english,41,sparrow,1
wzuydqtyb88vl3w,animals,He wants a giraffe and he wants %%.,25,female,english,35,giraffe,1
wzuydqtyb88vl3w,duck,They want a swan and they want %%.,25,female,english,17,swan,1
wzuydqtyb88vl3w,fruits,"She wants no cranberry, but she wants %%.",25,female,english,29,cranberry,0
wzuydqtyb88vl3w,kitten,"I want no cat, but I want %%.",25,female,english,18,cat,0
wzuydqtyb88vl3w,garden,"He wants no yacht, but he wants %%.",25,female,english,4,yacht,0
wzuydqtyb88vl3w,pant,She wants a jacket and she wants %%.,25,female,english,13,jacket,1
wzuydqtyb88vl3w,shower,"You want no mug, but you want %%.",25,female,english,43,mug,0
wzuydqtyb88vl3w,books,"She wants no library, but she wants %%.",25,female,english,48,library,0
wzuydqtyb88vl3w,frog,She wants a lizard and she wants %%.,25,female,english,25,lizard,1
wzuydqtyb88vl3w,risk,"We want no ferry, but we want %%.",25,female,english,19,ferry,0
wzuydqtyb88vl3w,case,"You want no castle, but you want %%.",25,female,english,47,castle,0
wzuydqtyb88vl3w,dog,She wants a goat and she wants %%.,25,female,english,1,goat,1
wzuydqtyb88vl3w,hank,"We want no hawk, but we want %%.",25,female,english,32,hawk,0
wzuydqtyb88vl3w,pant,They want a shirt and they want %%.,25,female,english,10,shirt,1
wzuydqtyb88vl3w,shirt,She wants a coat and she wants %%.,25,female,english,27,coat,1
wzuydqtyb88vl3w,ghost,"She wants no goose, but she wants %%.",25,female,english,5,goose,0
wzuydqtyb88vl3w,trip,"I want no trout, but I want %%.",25,female,english,42,trout,0
wzuydqtyb88vl3w,beer,"He wants no deer, but he wants %%.",25,female,english,12,deer,0
pmgelgjfpe1wwrk,animal,"He wants no deer, but he wants %%.",47,female,english,12,deer,0
pmgelgjfpe1wwrk,duck,"They want no goose, but they want %%.",47,female,english,5,goose,0
pmgelgjfpe1wwrk,vegetable,"They want no garlic, but they want %%.",47,female,english,14,garlic,0
pmgelgjfpe1wwrk,animal,You want a giraffe and you want %%.,47,female,english,35,giraffe,1
pmgelgjfpe1wwrk,fish,"They want no trout, but they want %%.",47,female,english,42,trout,0
pmgelgjfpe1wwrk,boat,You want a yacht and you want %%.,47,female,english,4,yacht,1
pmgelgjfpe1wwrk,cup,"I want no mug, but I want %%.",47,female,english,43,mug,0
pmgelgjfpe1wwrk,glass,You want a bottle and you want %%.,47,female,english,39,bottle,1
pmgelgjfpe1wwrk,snacks,We want corn and we want %%.,47,female,english,7,corn,1
pmgelgjfpe1wwrk,bird,"I want no falcon, but I want %%.",47,female,english,8,falcon,0
pmgelgjfpe1wwrk,reptiles,We want a lizard and we want %%.,47,female,english,25,lizard,1
pmgelgjfpe1wwrk,bird,"He wants no swan, but he wants %%.",47,female,english,17,swan,0
pmgelgjfpe1wwrk,tree,You want a poplar and you want %%.,47,female,english,49,poplar,1
pmgelgjfpe1wwrk,entertainment,"I want no television, but I want %%.",47,female,english,44,television,0
pmgelgjfpe1wwrk,fruit,She wants a cranberry and she wants %%.,47,female,english,29,cranberry,1
pmgelgjfpe1wwrk,vegetable,He wants broccoli and he wants %%.,47,female,english,15,broccoli,1
pmgelgjfpe1wwrk,instrument,They want a trumpet and they want %%.,47,female,english,26,trumpet,1
pmgelgjfpe1wwrk,carry,I want a bag and I want %%.,47,female,english,16,bag,1
pmgelgjfpe1wwrk,dress,He wants a jacket and he wants %%.,47,female,english,13,jacket,1
pmgelgjfpe1wwrk,fish,I want a goldfish and I want %%.,47,female,english,30,goldfish,1
pmgelgjfpe1wwrk,filter,They want a sieve and they want %%.,47,female,english,50,sieve,1
pmgelgjfpe1wwrk,tree,"They want no cypress, but they want %%.",47,female,english,24,cypress,0
pmgelgjfpe1wwrk,dress,She wants a shirt and she wants %%.,47,female,english,10,shirt,1
pmgelgjfpe1wwrk,music,"You want no flute, but you want %%.",47,female,english,28,flute,0
pmgelgjfpe1wwrk,cloth,"You want no coat, but you want %%.",47,female,english,27,coat,0
