Subject,Answer,Sentence,Age,Gender,Language,Item,Noun,Polarity
s1k63oojluumym8,sound,They see a radio and they see %%.,30,female,english,46,radio,1
s1k63oojluumym8,peoples,"He sees no bus, but he sees %%.",30,female,english,9,bus,0
s1k63oojluumym8,layers,"They see no coat, but they see %%.",30,female,english,27,coat,0
s1k63oojluumym8,party,"You see no dress, but you see %%.",30,female,english,20,dress,0
s1k63oojluumym8,cat,We see a ferry and we see %%.,30,female,english,19,ferry,1
s1k63oojluumym8,chips,I see a potato and I see %%.,30,female,english,37,potato,1
7qamnfzfl31mds0,rock,He sees a lizard and he sees %%.,47,female,english,25,lizard,1
7qamnfzfl31mds0,corn,"They see no crow, but they see %%.",47,female,english,34,crow,0
7qamnfzfl31mds0,skirt,"We see no dress, but we see %%.",47,female,english,20,dress,0
7qamnfzfl31mds0,rabbit,"You see no deer, but you see %%.",47,female,english,12,deer,0
7qamnfzfl31mds0,guitar,"She sees no flute, but she sees %%.",47,female,english,28,flute,0
7qamnfzfl31mds0,pig,You see a goat and you see %%.,47,female,english,1,goat,1
7qamnfzfl31mds0,dam,"I see no beaver, but I see %%.",47,female,english,38,beaver,0
7qamnfzfl31mds0,tree,"He sees no lemon, but he sees %%.",47,female,english,40,lemon,0
7qamnfzfl31mds0,water,"She sees no goldfish, but she sees %%.",47,female,english,30,goldfish,0
7qamnfzfl31mds0,ducks,"We see no goose, but we see %%.",47,female,english,5,goose,0
7qamnfzfl31mds0,snake,"He sees no alligator, but he sees %%.",47,female,english,2,alligator,0
7qamnfzfl31mds0,toast,They see a toaster and they see %%.,47,female,english,6,toaster,1
7qamnfzfl31mds0,sand,"You see no castle, but you see %%.",47,female,english,47,castle,0
7qamnfzfl31mds0,glass,They see a bottle and they see %%.,47,female,english,39,bottle,1
7qamnfzfl31mds0,line,"You see no ferry, but you see %%.",47,female,english,19,ferry,0
7qamnfzfl31mds0,tie,He sees a shirt and he sees %%.,47,female,english,10,shirt,1
7qamnfzfl31mds0,gloves,You see a jacket and you see %%.,47,female,english,13,jacket,1
7qamnfzfl31mds0,flour,He sees a sieve and he sees %%.,47,female,english,50,sieve,1
7qamnfzfl31mds0,ocean,She sees a yacht and she sees %%.,47,female,english,4,yacht,1
7qamnfzfl31mds0,water,"You see no swan, but you see %%.",47,female,english,17,swan,0
7qamnfzfl31mds0,stream,I see a trout and I see %%.,47,female,english,42,trout,1
7qamnfzfl31mds0,hive,"We see no wasp, but we see %%.",47,female,english,23,wasp,0
7qamnfzfl31mds0,trailer,"She sees no truck, but she sees %%.",47,female,english,11,truck,0
7qamnfzfl31mds0,passengers,"He sees no bus, but he sees %%.",47,female,english,9,bus,0
7qamnfzfl31mds0,speaker,They see a radio and they see %%.,47,female,english,46,radio,1
7qamnfzfl31mds0,farm,"I see no corn, but I see %%.",47,female,english,7,corn,0
7qamnfzfl31mds0,gu,"You see no dagger, but you see %%.",47,female,english,21,dagger,0
7qamnfzfl31mds0,scarf,She sees a coat and she sees %%.,47,female,english,27,coat,1
7qamnfzfl31mds0,maple,"He sees no cypress, but he sees %%.",47,female,english,24,cypress,0
7qamnfzfl31mds0,stove,"He sees no oven, but he sees %%.",47,female,english,31,oven,0
7qamnfzfl31mds0,refrigerator,"They see no freezer, but they see %%.",47,female,english,22,freezer,0
7qamnfzfl31mds0,field,I see a cranberry and I see %%.,47,female,english,29,cranberry,1
7qamnfzfl31mds0,leaves,She sees a poplar and she sees %%.,47,female,english,49,poplar,1
7qamnfzfl31mds0,zebra,"I see no giraffe, but I see %%.",47,female,english,35,giraffe,0
7qamnfzfl31mds0,building,"She sees no library, but she sees %%.",47,female,english,48,library,0
7qamnfzfl31mds0,brand,She sees a bag and she sees %%.,47,female,english,16,bag,1
7qamnfzfl31mds0,hawk,"They see no sparrow, but they see %%.",47,female,english,41,sparrow,0
7qamnfzfl31mds0,prey,We see a falcon and we see %%.,47,female,english,8,falcon,1
7qamnfzfl31mds0,carrots,"You see no potato, but you see %%.",47,female,english,37,potato,0
7qamnfzfl31mds0,crows,"We see no hawk, but we see %%.",47,female,english,32,hawk,0
7qamnfzfl31mds0,table,You see a chair and you see %%.,47,female,english,3,chair,1
7qamnfzfl31mds0,mouse,You see a cat and you see %%.,47,female,english,18,cat,1
7qamnfzfl31mds0,skateboard,He sees a scooter and he sees %%.,47,female,english,33,scooter,1
7qamnfzfl31mds0,hive,"I see no hornet, but I see %%.",47,female,english,36,hornet,0
7qamnfzfl31mds0,drums,"You see no trumpet, but you see %%.",47,female,english,26,trumpet,0
7qamnfzfl31mds0,cauliflower,"We see no broccoli, but we see %%.",47,female,english,15,broccoli,0
7qamnfzfl31mds0,onions,He sees garlic and he sees %%.,47,female,english,14,garlic,1
cxwuxdmrod7xmyh,car,"They see no truck, but they see %%.",43,female,english,11,truck,0
cxwuxdmrod7xmyh,guitar,"You see no flute, but you see %%.",43,female,english,28,flute,0
cxwuxdmrod7xmyh,dog,"They see no cat, but they see %%.",43,female,english,18,cat,0
cxwuxdmrod7xmyh,trees,He sees a beaver and he sees %%.,43,female,english,38,beaver,1
cxwuxdmrod7xmyh,table,"You see no chair, but you see %%.",43,female,english,3,chair,0
cxwuxdmrod7xmyh,toast,"He sees no toaster, but he sees %%.",43,female,english,6,toaster,0
cxwuxdmrod7xmyh,bird,"You see no alligator, but you see %%.",43,female,english,2,alligator,0
cxwuxdmrod7xmyh,snake,"We see no lizard, but we see %%.",43,female,english,25,lizard,0
cxwuxdmrod7xmyh,cans,She sees a bottle and she sees %%.,43,female,english,39,bottle,1
cxwuxdmrod7xmyh,bees,He sees a wasp and he sees %%.,43,female,english,23,wasp,1
cxwuxdmrod7xmyh,street,She sees a scooter and she sees %%.,43,female,english,33,scooter,1
cxwuxdmrod7xmyh,wasp,"She sees no hornet, but she sees %%.",43,female,english,36,hornet,0
cxwuxdmrod7xmyh,stove,"I see no oven, but I see %%.",43,female,english,31,oven,0
cxwuxdmrod7xmyh,chair,He sees a television and he sees %%.,43,female,english,44,television,1
cxwuxdmrod7xmyh,horse,You see a giraffe and you see %%.,43,female,english,35,giraffe,1
cxwuxdmrod7xmyh,pants,He sees a dress and he sees %%.,43,female,english,20,dress,1
cxwuxdmrod7xmyh,duck,She sees a goose and she sees %%.,43,female,english,5,goose,1
cxwuxdmrod7xmyh,wheat,I see corn and I see %%.,43,female,english,7,corn,1
cxwuxdmrod7xmyh,onions,"We see no garlic, but we see %%.",43,female,english,14,garlic,0
cxwuxdmrod7xmyh,apples,"We see no potato, but we see %%.",43,female,english,37,potato,0
cxwuxdmrod7xmyh,duck,"They see no swan, but they see %%.",43,female,english,17,swan,0
cxwuxdmrod7xmyh,hawk,"She sees no falcon, but she sees %%.",43,female,english,8,falcon,0
cxwuxdmrod7xmyh,boat,"You see no yacht, but you see %%.",43,female,english,4,yacht,0
cxwuxdmrod7xmyh,box,"I see no bag, but I see %%.",43,female,english,16,bag,0
cxwuxdmrod7xmyh,tree,"I see no hawk, but I see %%.",43,female,english,32,hawk,0
cxwuxdmrod7xmyh,coat,"He sees no jacket, but he sees %%.",43,female,english,13,jacket,0
cxwuxdmrod7xmyh,pants,He sees a coat and he sees %%.,43,female,english,27,coat,1
cxwuxdmrod7xmyh,pants,"We see no shirt, but we see %%.",43,female,english,10,shirt,0
cxwuxdmrod7xmyh,fork,They see broccoli and they see %%.,43,female,english,15,broccoli,1
cxwuxdmrod7xmyh,sheep,"You see no goat, but you see %%.",43,female,english,1,goat,0
cxwuxdmrod7xmyh,stream,He sees a trout and he sees %%.,43,female,english,42,trout,1
cxwuxdmrod7xmyh,icecream,He sees a freezer and he sees %%.,43,female,english,22,freezer,1
cxwuxdmrod7xmyh,books,They see a library and they see %%.,43,female,english,48,library,1
cxwuxdmrod7xmyh,bowl,They see a goldfish and they see %%.,43,female,english,30,goldfish,1
cxwuxdmrod7xmyh,scarecrow,"I see no crow, but I see %%.",43,female,english,34,crow,0
cxwuxdmrod7xmyh,tea,She sees a mug and she sees %%.,43,female,english,43,mug,1
cxwuxdmrod7xmyh,leaves,I see a poplar and I see %%.,43,female,english,49,poplar,1
cxwuxdmrod7xmyh,blueberry,You see a cranberry and you see %%.,43,female,english,29,cranberry,1
cxwuxdmrod7xmyh,bowl,"She sees no sieve, but she sees %%.",43,female,english,50,sieve,0
cxwuxdmrod7xmyh,willow,"You see no cypress, but you see %%.",43,female,english,24,cypress,0
cxwuxdmrod7xmyh,hawk,"We see no sparrow, but we see %%.",43,female,english,41,sparrow,0
cxwuxdmrod7xmyh,elk,"She sees no deer, but she sees %%.",43,female,english,12,deer,0
cxwuxdmrod7xmyh,limes,"They see no lemon, but they see %%.",43,female,english,40,lemon,0
cxwuxdmrod7xmyh,toad,You see a frog and you see %%.,43,female,english,45,frog,1
cxwuxdmrod7xmyh,car,You see a ferry and you see %%.,43,female,english,19,ferry,1
cxwuxdmrod7xmyh,knife,He sees a dagger and he sees %%.,43,female,english,21,dagger,1
cxwuxdmrod7xmyh,dial,You see a radio and you see %%.,43,female,english,46,radio,1
cxwuxdmrod7xmyh,car,"She sees no bus, but she sees %%.",43,female,english,9,bus,0
cxwuxdmrod7xmyh,trombone,"She sees no trumpet, but she sees %%.",43,female,english,26,trumpet,0
cxwuxdmrod7xmyh,moat,"I see no castle, but I see %%.",43,female,english,47,castle,0
4re2z4egrd170uf,jam,"They see no toaster, but they see %%.",47,female,english,6,toaster,0
4re2z4egrd170uf,bread,"You see no oven, but you see %%.",47,female,english,31,oven,0
4re2z4egrd170uf,square,"She sees no dagger, but she sees %%.",47,female,english,21,dagger,0
4re2z4egrd170uf,water,"She sees no lemon, but she sees %%.",47,female,english,40,lemon,0
4re2z4egrd170uf,ginger,"They see no garlic, but they see %%.",47,female,english,14,garlic,0
4re2z4egrd170uf,dress,You see a sieve and you see %%.,47,female,english,50,sieve,1
4re2z4egrd170uf,book,"You see no bag, but you see %%.",47,female,english,16,bag,0
4re2z4egrd170uf,poison,"We see no hornet, but we see %%.",47,female,english,36,hornet,0
4re2z4egrd170uf,tree,"They see no hawk, but they see %%.",47,female,english,32,hawk,0
4re2z4egrd170uf,shirt,He sees a coat and he sees %%.,47,female,english,27,coat,1
4re2z4egrd170uf,shirt,"I see no jacket, but I see %%.",47,female,english,13,jacket,0
4re2z4egrd170uf,maker,"They see no corn, but they see %%.",47,female,english,7,corn,0
4re2z4egrd170uf,text,We see a radio and we see %%.,47,female,english,46,radio,1
4re2z4egrd170uf,river,"I see no frog, but I see %%.",47,female,english,45,frog,0
4re2z4egrd170uf,plants,"You see no poplar, but you see %%.",47,female,english,49,poplar,0
4re2z4egrd170uf,trees,"He sees no swan, but he sees %%.",47,female,english,17,swan,0
4re2z4egrd170uf,serial,I see a television and I see %%.,47,female,english,44,television,1
4re2z4egrd170uf,sky,"They see no sparrow, but they see %%.",47,female,english,41,sparrow,0
4re2z4egrd170uf,rat,I see a cat and I see %%.,47,female,english,18,cat,1
4re2z4egrd170uf,bridge,"I see no freezer, but I see %%.",47,female,english,22,freezer,0
4re2z4egrd170uf,river,"She sees no alligator, but she sees %%.",47,female,english,2,alligator,0
4re2z4egrd170uf,fish,"She sees no trout, but she sees %%.",47,female,english,42,trout,0
4re2z4egrd170uf,road,He sees a truck and he sees %%.,47,female,english,11,truck,1
4re2z4egrd170uf,house,They see a goat and they see %%.,47,female,english,1,goat,1
4re2z4egrd170uf,duck,"She sees no flute, but she sees %%.",47,female,english,28,flute,0
4re2z4egrd170uf,birds,"We see no falcon, but we see %%.",47,female,english,8,falcon,0
4re2z4egrd170uf,books,"They see no library, but they see %%.",47,female,english,48,library,0
4re2z4egrd170uf,cup,"They see no mug, but they see %%.",47,female,english,43,mug,0
4re2z4egrd170uf,geese,We see a goose and we see %%.,47,female,english,5,goose,1
4re2z4egrd170uf,ranges,"We see no trumpet, but we see %%.",47,female,english,26,trumpet,0
4re2z4egrd170uf,tree,"I see no giraffe, but I see %%.",47,female,english,35,giraffe,0
4re2z4egrd170uf,shirt,"We see no dress, but we see %%.",47,female,english,20,dress,0
4re2z4egrd170uf,tree,He sees a crow and he sees %%.,47,female,english,34,crow,1
4re2z4egrd170uf,wall,You see a lizard and you see %%.,47,female,english,25,lizard,1
4re2z4egrd170uf,water,"She sees no bottle, but she sees %%.",47,female,english,39,bottle,0
4re2z4egrd170uf,sweet,They see a ferry and they see %%.,47,female,english,19,ferry,1
4re2z4egrd170uf,road,I see a scooter and I see %%.,47,female,english,33,scooter,1
4re2z4egrd170uf,fry,"You see no potato, but you see %%.",47,female,english,37,potato,0
4re2z4egrd170uf,road,You see a bus and you see %%.,47,female,english,9,bus,1
4re2z4egrd170uf,hall,He sees a chair and he sees %%.,47,female,english,3,chair,1
4re2z4egrd170uf,forest,I see a deer and I see %%.,47,female,english,12,deer,1
4re2z4egrd170uf,soap,"I see no wasp, but I see %%.",47,female,english,23,wasp,0
4re2z4egrd170uf,watch,"I see no yacht, but I see %%.",47,female,english,4,yacht,0
63papox77bc4dgd,bike,"You see no scooter, but you see %%.",30,female,english,33,scooter,0
63papox77bc4dgd,dog,"I see no cat, but I see %%.",30,female,english,18,cat,0
63papox77bc4dgd,crow,"I see no sparrow, but I see %%.",30,female,english,41,sparrow,0
63papox77bc4dgd,cow,He sees a goat and he sees %%.,30,female,english,1,goat,1
63papox77bc4dgd,knife,"We see no dagger, but we see %%.",30,female,english,21,dagger,0
63papox77bc4dgd,laptop,"I see no bag, but I see %%.",30,female,english,16,bag,0
63papox77bc4dgd,cart,"You see no truck, but you see %%.",30,female,english,11,truck,0
63papox77bc4dgd,rat,We see a hornet and we see %%.,30,female,english,36,hornet,1
63papox77bc4dgd,bread,She sees a toaster and she sees %%.,30,female,english,6,toaster,1
63papox77bc4dgd,mice,"We see no beaver, but we see %%.",30,female,english,38,beaver,0
63papox77bc4dgd,hippo,She sees an alligator and she sees %%.,30,female,english,2,alligator,1
63papox77bc4dgd,dress,"She sees no shirt, but she sees %%.",30,female,english,10,shirt,0
63papox77bc4dgd,toad,"You see no lizard, but you see %%.",30,female,english,25,lizard,0
63papox77bc4dgd,celery,I see broccoli and I see %%.,30,female,english,15,broccoli,1
63papox77bc4dgd,piano,"She sees no flute, but she sees %%.",30,female,english,28,flute,0
63papox77bc4dgd,cups,"They see no bottle, but they see %%.",30,female,english,39,bottle,0
63papox77bc4dgd,thermos,He sees a sieve and he sees %%.,30,female,english,50,sieve,1
63papox77bc4dgd,duck,You see a goose and you see %%.,30,female,english,5,goose,1
63papox77bc4dgd,chicken,They see a crow and they see %%.,30,female,english,34,crow,1
63papox77bc4dgd,sweater,"He sees no jacket, but he sees %%.",30,female,english,13,jacket,0
63papox77bc4dgd,ginger,"We see no garlic, but we see %%.",30,female,english,14,garlic,0
63papox77bc4dgd,gazelles,"We see no deer, but we see %%.",30,female,english,12,deer,0
63papox77bc4dgd,lime,"He sees no lemon, but he sees %%.",30,female,english,40,lemon,0
63papox77bc4dgd,sweaters,"We see no coat, but we see %%.",30,female,english,27,coat,0
63papox77bc4dgd,trees,"They see no cypress, but they see %%.",30,female,english,24,cypress,0
63papox77bc4dgd,flutes,She sees a trumpet and she sees %%.,30,female,english,26,trumpet,1
63papox77bc4dgd,geese,I see a swan and I see %%.,30,female,english,17,swan,1
63papox77bc4dgd,tadpoles,You see a goldfish and you see %%.,30,female,english,30,goldfish,1
63papox77bc4dgd,wheat,"We see no corn, but we see %%.",30,female,english,7,corn,0
63papox77bc4dgd,grills,He sees an oven and he sees %%.,30,female,english,31,oven,1
63papox77bc4dgd,fridge,I see a freezer and I see %%.,30,female,english,22,freezer,1
63papox77bc4dgd,cups,He sees a mug and he sees %%.,30,female,english,43,mug,1
63papox77bc4dgd,books,You see a library and you see %%.,30,female,english,48,library,1
63papox77bc4dgd,trucks,You see a bus and you see %%.,30,female,english,9,bus,1
63papox77bc4dgd,chicken,"I see no falcon, but I see %%.",30,female,english,8,falcon,0
63papox77bc4dgd,goldfish,"She sees no trout, but she sees %%.",30,female,english,42,trout,0
63papox77bc4dgd,raspberries,"They see no cranberry, but they see %%.",30,female,english,29,cranberry,0
63papox77bc4dgd,radio,I see a television and I see %%.,30,female,english,44,television,1
63papox77bc4dgd,trousers,"You see no dress, but you see %%.",30,female,english,20,dress,0
63papox77bc4dgd,trees,They see a poplar and they see %%.,30,female,english,49,poplar,1
63papox77bc4dgd,bee,I see a wasp and I see %%.,30,female,english,23,wasp,1
63papox77bc4dgd,water,We see a yacht and we see %%.,30,female,english,4,yacht,1
63papox77bc4dgd,zebras,"We see no giraffe, but we see %%.",30,female,english,35,giraffe,0
63papox77bc4dgd,tadpoles,"I see no frog, but I see %%.",30,female,english,45,frog,0
63papox77bc4dgd,television,"I see no radio, but I see %%.",30,female,english,46,radio,0
63papox77bc4dgd,tomatoes,"They see no potato, but they see %%.",30,female,english,37,potato,0
63papox77bc4dgd,crow,She sees a hawk and she sees %%.,30,female,english,32,hawk,1
63papox77bc4dgd,tables,"She sees no chair, but she sees %%.",30,female,english,3,chair,0
63papox77bc4dgd,boats,"He sees no ferry, but he sees %%.",30,female,english,19,ferry,0
63papox77bc4dgd,queen,I see a castle and I see %%.,30,female,english,47,castle,1
stvlrvh0wexoqh9,forest,"You see no corn, but you see %%.",28,male,english,7,corn,0
stvlrvh0wexoqh9,market,You see a cranberry and you see %%.,28,male,english,29,cranberry,1
stvlrvh0wexoqh9,sea,He sees a yacht and he sees %%.,28,male,english,4,yacht,1
stvlrvh0wexoqh9,sea,They see a beaver and they see %%.,28,male,english,38,beaver,1
stvlrvh0wexoqh9,forest,We see a radio and we see %%.,28,male,english,46,radio,1
stvlrvh0wexoqh9,tree,I see a hornet and I see %%.,28,male,english,36,hornet,1
stvlrvh0wexoqh9,cottage,They see a bottle and they see %%.,28,male,english,39,bottle,1
stvlrvh0wexoqh9,tree,He sees a falcon and he sees %%.,28,male,english,8,falcon,1
stvlrvh0wexoqh9,forest,We see a flute and we see %%.,28,male,english,28,flute,1
stvlrvh0wexoqh9,map,"She sees no bag, but she sees %%.",28,male,english,16,bag,0
stvlrvh0wexoqh9,tree,"We see no lemon, but we see %%.",28,male,english,40,lemon,0
stvlrvh0wexoqh9,shop,"He sees no jacket, but he sees %%.",28,male,english,13,jacket,0
stvlrvh0wexoqh9,location,"They see no library, but they see %%.",28,male,english,48,library,0
stvlrvh0wexoqh9,forest,"We see no sparrow, but we see %%.",28,male,english,41,sparrow,0
stvlrvh0wexoqh9,ginger,I see garlic and I see %%.,28,male,english,14,garlic,1
stvlrvh0wexoqh9,news,"We see no television, but we see %%.",28,male,english,44,television,0
stvlrvh0wexoqh9,forest,He sees a lizard and he sees %%.,28,male,english,25,lizard,1
stvlrvh0wexoqh9,forest,He sees a deer and he sees %%.,28,male,english,12,deer,1
stvlrvh0wexoqh9,egg,I see a crow and I see %%.,28,male,english,34,crow,1
stvlrvh0wexoqh9,lake,"She sees no swan, but she sees %%.",28,male,english,17,swan,0
stvlrvh0wexoqh9,market,You see a potato and you see %%.,28,male,english,37,potato,1
stvlrvh0wexoqh9,hills,She sees a goat and she sees %%.,28,male,english,1,goat,1
stvlrvh0wexoqh9,army,"They see no castle, but they see %%.",28,male,english,47,castle,0
stvlrvh0wexoqh9,tanker,"He sees no truck, but he sees %%.",28,male,english,11,truck,0
stvlrvh0wexoqh9,sofa,"We see no chair, but we see %%.",28,male,english,3,chair,0
stvlrvh0wexoqh9,road,You see a scooter and you see %%.,28,male,english,33,scooter,1
stvlrvh0wexoqh9,butcher,"We see no coat, but we see %%.",28,male,english,27,coat,0
stvlrvh0wexoqh9,lake,She sees a goose and she sees %%.,28,male,english,5,goose,1
stvlrvh0wexoqh9,forest,You see a trumpet and you see %%.,28,male,english,26,trumpet,1
stvlrvh0wexoqh9,tree,I see a toaster and I see %%.,28,male,english,6,toaster,1
