Subject,Answer,Sentence,Age,Gender,Language,Item,Noun,Polarity
jc5btpsot87ekae,zebra,"This is not a giraffe, it is %%.",41,male,english,35,giraffe,0
jc5btpsot87ekae,crocodile,"This is not an alligator, it is %%.",41,male,english,2,alligator,0
jc5btpsot87ekae,bear,"This is a poplar, and that is %%.",41,male,english,49,poplar,1
jc5btpsot87ekae,arrow,"This is not a sparrow, it is %%.",41,male,english,41,sparrow,0
jc5btpsot87ekae,trumpet,"This is a flute, and that is %%.",41,male,english,28,flute,1
jc5btpsot87ekae,squirrel,"This is not a scooter, it is %%.",41,male,english,33,scooter,0
jc5btpsot87ekae,sword,"This is a dagger, and that is %%.",41,male,english,21,dagger,1
jc5btpsot87ekae,flute,"This is a trumpet, and that is %%.",41,male,english,26,trumpet,1
jc5btpsot87ekae,ship,"This is a yacht, and that is %%.",41,male,english,4,yacht,1
jc5btpsot87ekae,laptop,"This is not a television, it is %%.",41,male,english,44,television,0
jc5btpsot87ekae,ant,"This is not a wasp, it is %%.",41,male,english,23,wasp,0
jc5btpsot87ekae,pig,"This is a goat, and that is %%.",41,male,english,1,goat,1
jc5btpsot87ekae,transmitter,"This is a radio, and that is %%.",41,male,english,46,radio,1
jc5btpsot87ekae,bookstore,"This is a library, and that is %%.",41,male,english,48,library,1
jc5btpsot87ekae,desk,"This is not a chair, it is %%.",41,male,english,3,chair,0
jc5btpsot87ekae,dress,"This is a shirt, and that is %%.",41,male,english,10,shirt,1
jc5btpsot87ekae,eagle,"This is not a crow, it is %%.",41,male,english,34,crow,0
jc5btpsot87ekae,h,"This is not a ferry, it is %%.",41,male,english,19,ferry,0
jc5btpsot87ekae,box,"This is not a bag, it is %%.",41,male,english,16,bag,0
jc5btpsot87ekae,mouse,"This is not a cat, it is %%.",41,male,english,18,cat,0
jc5btpsot87ekae,cassava,"This is not corn, it is %%.",41,male,english,7,corn,0
jc5btpsot87ekae,microwave,"This is not an oven, it is %%.",41,male,english,31,oven,0
jc5btpsot87ekae,gizzard,"This is not a lizard, it is %%.",41,male,english,25,lizard,0
jc5btpsot87ekae,bear,"This is not a deer, it is %%.",41,male,english,12,deer,0
jc5btpsot87ekae,berry,"This is not a cranberry, it is %%.",41,male,english,29,cranberry,0
h8j1pt0v47kpbb0,skirt,"This is a dress, and that is %%.",52,female,english,20,dress,1
h8j1pt0v47kpbb0,trombone,"This is a trumpet, and that is %%.",52,female,english,26,trumpet,1
h8j1pt0v47kpbb0,lime,"This is not a lemon, it is %%.",52,female,english,40,lemon,0
h8j1pt0v47kpbb0,pasta,"This is not corn, it is %%.",52,female,english,7,corn,0
h8j1pt0v47kpbb0,refrigerator,"This is a freezer, and that is %%.",52,female,english,22,freezer,1
h8j1pt0v47kpbb0,wasp,"This is a hornet, and that is %%.",52,female,english,36,hornet,1
h8j1pt0v47kpbb0,oak,"This is a poplar, and that is %%.",52,female,english,49,poplar,1
h8j1pt0v47kpbb0,cherry,"This is a cranberry, and that is %%.",52,female,english,29,cranberry,1
h8j1pt0v47kpbb0,sheep,"This is not a goat, it is %%.",52,female,english,1,goat,0
h8j1pt0v47kpbb0,skateboard,"This is not a scooter, it is %%.",52,female,english,33,scooter,0
h8j1pt0v47kpbb0,crocodile,"This is an alligator, and that is %%.",52,female,english,2,alligator,1
h8j1pt0v47kpbb0,otter,"This is not a beaver, it is %%.",52,female,english,38,beaver,0
h8j1pt0v47kpbb0,elephant,"This is a giraffe, and that is %%.",52,female,english,35,giraffe,1
h8j1pt0v47kpbb0,radio,"This is not a television, it is %%.",52,female,english,44,television,0
h8j1pt0v47kpbb0,microwave,"This is not a toaster, it is %%.",52,female,english,6,toaster,0
h8j1pt0v47kpbb0,van,"This is not a truck, it is %%.",52,female,english,11,truck,0
h8j1pt0v47kpbb0,kangaroo,"This is not a deer, it is %%.",52,female,english,12,deer,0
h8j1pt0v47kpbb0,television,"This is a radio, and that is %%.",52,female,english,46,radio,1
h8j1pt0v47kpbb0,box,"This is a bag, and that is %%.",52,female,english,16,bag,1
h8j1pt0v47kpbb0,sweater,"This is not a jacket, it is %%.",52,female,english,13,jacket,0
h8j1pt0v47kpbb0,shark,"This is not a goldfish, it is %%.",52,female,english,30,goldfish,0
h8j1pt0v47kpbb0,bumblebee,"This is not a wasp, it is %%.",52,female,english,23,wasp,0
h8j1pt0v47kpbb0,cauliflower,"This is not broccoli, it is %%.",52,female,english,15,broccoli,0
h8j1pt0v47kpbb0,dishwasher,"This is not an oven, it is %%.",52,female,english,31,oven,0
h8j1pt0v47kpbb0,ginger,"This is garlic, and that is %%.",52,female,english,14,garlic,1
h8j1pt0v47kpbb0,dinghy,"This is not a yacht, it is %%.",52,female,english,4,yacht,0
h8j1pt0v47kpbb0,eagle,"This is a hawk, and that is %%.",52,female,english,32,hawk,1
h8j1pt0v47kpbb0,church,"This is not a library, it is %%.",52,female,english,48,library,0
h8j1pt0v47kpbb0,eagle,"This is a falcon, and that is %%.",52,female,english,8,falcon,1
h8j1pt0v47kpbb0,bass,"This is a trout, and that is %%.",52,female,english,42,trout,1
h8j1pt0v47kpbb0,maple,"This is not a cypress, it is %%.",52,female,english,24,cypress,0
h8j1pt0v47kpbb0,barge,"This is not a ferry, it is %%.",52,female,english,19,ferry,0
h8j1pt0v47kpbb0,jacket,"This is a coat, and that is %%.",52,female,english,27,coat,1
h8j1pt0v47kpbb0,harp,"This is a flute, and that is %%.",52,female,english,28,flute,1
h8j1pt0v47kpbb0,teacup,"This is not a mug, it is %%.",52,female,english,43,mug,0
h8j1pt0v47kpbb0,sofa,"This is not a chair, it is %%.",52,female,english,3,chair,0
h8j1pt0v47kpbb0,flamingo,"This is a swan, and that is %%.",52,female,english,17,swan,1
h8j1pt0v47kpbb0,sweater,"This is a shirt, and that is %%.",52,female,english,10,shirt,1
h8j1pt0v47kpbb0,duck,"This is not a goose, it is %%.",52,female,english,5,goose,0
h8j1pt0v47kpbb0,toad,"This is a frog, and that is %%.",52,female,english,45,frog,1
h8j1pt0v47kpbb0,robin,"This is not a sparrow, it is %%.",52,female,english,41,sparrow,0
h8j1pt0v47kpbb0,hut,"This is not a castle, it is %%.",52,female,english,47,castle,0
h8j1pt0v47kpbb0,tomato,"This is a potato, and that is %%.",52,female,english,37,potato,1
h8j1pt0v47kpbb0,alligator,"This is a lizard, and that is %%.",52,female,english,25,lizard,1
h8j1pt0v47kpbb0,can,"This is a bottle, and that is %%.",52,female,english,39,bottle,1
h8j1pt0v47kpbb0,dog,"This is a cat, and that is %%.",52,female,english,18,cat,1
h8j1pt0v47kpbb0,van,"This is a bus, and that is %%.",52,female,english,9,bus,1
h8j1pt0v47kpbb0,penknife,"This is not a dagger, it is %%.",52,female,english,21,dagger,0
h8j1pt0v47kpbb0,eagle,"This is a crow, and that is %%.",52,female,english,34,crow,1
sbtlupb9e9lrs2r,shirt,"This is a jacket, and that is %%.",33,male,english,13,jacket,1
sbtlupb9e9lrs2r,lion,"This is a giraffe, and that is %%.",33,male,english,35,giraffe,1
sbtlupb9e9lrs2r,car,"This is a truck, and that is %%.",33,male,english,11,truck,1
sbtlupb9e9lrs2r,bird,"This is not a crow, it is %%.",33,male,english,34,crow,0
sbtlupb9e9lrs2r,motorcycle,"This is not a scooter, it is %%.",33,male,english,33,scooter,0
sbtlupb9e9lrs2r,lime,"This is a lemon, and that is %%.",33,male,english,40,lemon,1
sbtlupb9e9lrs2r,basket,"This is not a sieve, it is %%.",33,male,english,50,sieve,0
sbtlupb9e9lrs2r,suitcase,"This is not a bag, it is %%.",33,male,english,16,bag,0
sbtlupb9e9lrs2r,bee,"This is not a hornet, it is %%.",33,male,english,36,hornet,0
sbtlupb9e9lrs2r,cow,"This is a deer, and that is %%.",33,male,english,12,deer,1
sbtlupb9e9lrs2r,hawk,"This is a falcon, and that is %%.",33,male,english,8,falcon,1
sbtlupb9e9lrs2r,fortress,"This is not a castle, it is %%.",33,male,english,47,castle,0
sbtlupb9e9lrs2r,tilapia,"This is not a trout, it is %%.",33,male,english,42,trout,0
sbtlupb9e9lrs2r,sheep,"This is not a goat, it is %%.",33,male,english,1,goat,0
sbtlupb9e9lrs2r,store,"This is not a library, it is %%.",33,male,english,48,library,0
sbtlupb9e9lrs2r,oboe,"This is a trumpet, and that is %%.",33,male,english,26,trumpet,1
sbtlupb9e9lrs2r,grain,"This is corn, and that is %%.",33,male,english,7,corn,1
sbtlupb9e9lrs2r,asparagus,"This is broccoli, and that is %%.",33,male,english,15,broccoli,1
sbtlupb9e9lrs2r,sword,"This is not a dagger, it is %%.",33,male,english,21,dagger,0
sbtlupb9e9lrs2r,dog,"This is not a cat, it is %%.",33,male,english,18,cat,0
sbtlupb9e9lrs2r,piccolo,"This is a flute, and that is %%.",33,male,english,28,flute,1
sbtlupb9e9lrs2r,duck,"This is not a swan, it is %%.",33,male,english,17,swan,0
sbtlupb9e9lrs2r,oven,"This is a toaster, and that is %%.",33,male,english,6,toaster,1
sbtlupb9e9lrs2r,jacket,"This is not a coat, it is %%.",33,male,english,27,coat,0
sbtlupb9e9lrs2r,blueberry,"This is a cranberry, and that is %%.",33,male,english,29,cranberry,1
sbtlupb9e9lrs2r,fridge,"This is a freezer, and that is %%.",33,male,english,22,freezer,1
sbtlupb9e9lrs2r,hippo,"This is an alligator, and that is %%.",33,male,english,2,alligator,1
sbtlupb9e9lrs2r,cup,"This is not a mug, it is %%.",33,male,english,43,mug,0
sbtlupb9e9lrs2r,blouse,"This is not a dress, it is %%.",33,male,english,20,dress,0
sbtlupb9e9lrs2r,pant,"This is a shirt, and that is %%.",33,male,english,10,shirt,1
sbtlupb9e9lrs2r,flower,"This is not a poplar, it is %%.",33,male,english,49,poplar,0
sbtlupb9e9lrs2r,yam,"This is a potato, and that is %%.",33,male,english,37,potato,1
sbtlupb9e9lrs2r,swan,"This is not a goose, it is %%.",33,male,english,5,goose,0
sbtlupb9e9lrs2r,shark,"This is a goldfish, and that is %%.",33,male,english,30,goldfish,1
sbtlupb9e9lrs2r,hamster,"This is not a beaver, it is %%.",33,male,english,38,beaver,0
sbtlupb9e9lrs2r,bee,"This is not a wasp, it is %%.",33,male,english,23,wasp,0
sbtlupb9e9lrs2r,toad,"This is a frog, and that is %%.",33,male,english,45,frog,1
sbtlupb9e9lrs2r,cilantro,"This is not garlic, it is %%.",33,male,english,14,garlic,0
sbtlupb9e9lrs2r,toaster,"This is an oven, and that is %%.",33,male,english,31,oven,1
sbtlupb9e9lrs2r,falcon,"This is not a hawk, it is %%.",33,male,english,32,hawk,0
sbtlupb9e9lrs2r,boat,"This is a ferry, and that is %%.",33,male,english,19,ferry,1
sbtlupb9e9lrs2r,truck,"This is not a bus, it is %%.",33,male,english,9,bus,0
sbtlupb9e9lrs2r,phone,"This is not a radio, it is %%.",33,male,english,46,radio,0
sbtlupb9e9lrs2r,sofa,"This is not a chair, it is %%.",33,male,english,3,chair,0
sbtlupb9e9lrs2r,boat,"This is a yacht, and that is %%.",33,male,english,4,yacht,1
sbtlupb9e9lrs2r,plant,"This is a cypress, and that is %%.",33,male,english,24,cypress,1
sbtlupb9e9lrs2r,bluebird,"This is not a sparrow, it is %%.",33,male,english,41,sparrow,0
sbtlupb9e9lrs2r,can,"This is not a bottle, it is %%.",33,male,english,39,bottle,0
sbtlupb9e9lrs2r,frog,"This is a lizard, and that is %%.",33,male,english,25,lizard,1
sbtlupb9e9lrs2r,monitor,"This is a television, and that is %%.",33,male,english,44,television,1
vhtnha44urd6qlw,computer,"This is not a television, it is %%.",48,male,english,44,television,0
vhtnha44urd6qlw,lime,"This is not a lemon, it is %%.",48,male,english,40,lemon,0
vhtnha44urd6qlw,oak,"This is not a poplar, it is %%.",48,male,english,49,poplar,0
vhtnha44urd6qlw,tower,"This is not a castle, it is %%.",48,male,english,47,castle,0
vhtnha44urd6qlw,lion,"This is not a cat, it is %%.",48,male,english,18,cat,0
vhtnha44urd6qlw,bumblebee,"This is a wasp, and that is %%.",48,male,english,23,wasp,1
vhtnha44urd6qlw,hawk,"This is not a falcon, it is %%.",48,male,english,8,falcon,0
vhtnha44urd6qlw,eagle,"This is a hawk, and that is %%.",48,male,english,32,hawk,1
vhtnha44urd6qlw,trombone,"This is not a trumpet, it is %%.",48,male,english,26,trumpet,0
vhtnha44urd6qlw,stool,"This is a chair, and that is %%.",48,male,english,3,chair,1
vhtnha44urd6qlw,sheep,"This is a goat, and that is %%.",48,male,english,1,goat,1
vhtnha44urd6qlw,salmon,"This is a trout, and that is %%.",48,male,english,42,trout,1
vhtnha44urd6qlw,maple,"This is not a cypress, it is %%.",48,male,english,24,cypress,0
vhtnha44urd6qlw,cup,"This is a mug, and that is %%.",48,male,english,43,mug,1
vhtnha44urd6qlw,microwave,"This is not a toaster, it is %%.",48,male,english,6,toaster,0
vhtnha44urd6qlw,truck,"This is a bus, and that is %%.",48,male,english,9,bus,1
vhtnha44urd6qlw,jug,"This is not a bottle, it is %%.",48,male,english,39,bottle,0
vhtnha44urd6qlw,rock,"This is not a potato, it is %%.",48,male,english,37,potato,0
vhtnha44urd6qlw,okapi,"This is not a giraffe, it is %%.",48,male,english,35,giraffe,0
vhtnha44urd6qlw,antelope,"This is not a deer, it is %%.",48,male,english,12,deer,0
vhtnha44urd6qlw,tv,"This is not a radio, it is %%.",48,male,english,46,radio,0
vhtnha44urd6qlw,onion,"This is not garlic, it is %%.",48,male,english,14,garlic,0
vhtnha44urd6qlw,raven,"This is not a crow, it is %%.",48,male,english,34,crow,0
vhtnha44urd6qlw,battleship,"This is not a ferry, it is %%.",48,male,english,19,ferry,0
vhtnha44urd6qlw,raspberry,"This is not a cranberry, it is %%.",48,male,english,29,cranberry,0
vhtnha44urd6qlw,maize,"This is corn, and that is %%.",48,male,english,7,corn,1
vhtnha44urd6qlw,skirt,"This is a dress, and that is %%.",48,male,english,20,dress,1
vhtnha44urd6qlw,piccolo,"This is not a flute, it is %%.",48,male,english,28,flute,0
vhtnha44urd6qlw,cauliflower,"This is broccoli, and that is %%.",48,male,english,15,broccoli,1
vhtnha44urd6qlw,toad,"This is a frog, and that is %%.",48,male,english,45,frog,1
vhtnha44urd6qlw,wasp,"This is not a hornet, it is %%.",48,male,english,36,hornet,0
vhtnha44urd6qlw,bicycle,"This is a scooter, and that is %%.",48,male,english,33,scooter,1
vhtnha44urd6qlw,schooner,"This is a yacht, and that is %%.",48,male,english,4,yacht,1
vhtnha44urd6qlw,dress,"This is not a shirt, it is %%.",48,male,english,10,shirt,0
vhtnha44urd6qlw,jacket,"This is a coat, and that is %%.",48,male,english,27,coat,1
vhtnha44urd6qlw,otter,"This is not a beaver, it is %%.",48,male,english,38,beaver,0
vhtnha44urd6qlw,sack,"This is not a bag, it is %%.",48,male,english,16,bag,0
vhtnha44urd6qlw,coffin,"This is not a freezer, it is %%.",48,male,english,22,freezer,0
vhtnha44urd6qlw,coat,"This is a jacket, and that is %%.",48,male,english,13,jacket,1
vhtnha44urd6qlw,knife,"This is not a dagger, it is %%.",48,male,english,21,dagger,0
vhtnha44urd6qlw,finch,"This is not a sparrow, it is %%.",48,male,english,41,sparrow,0
vhtnha44urd6qlw,crocodile,"This is not an alligator, it is %%.",48,male,english,2,alligator,0
vhtnha44urd6qlw,goose,"This is a swan, and that is %%.",48,male,english,17,swan,1
vhtnha44urd6qlw,microwave,"This is not an oven, it is %%.",48,male,english,31,oven,0
vhtnha44urd6qlw,gecko,"This is a lizard, and that is %%.",48,male,english,25,lizard,1
vhtnha44urd6qlw,duck,"This is a goose, and that is %%.",48,male,english,5,goose,1
vhtnha44urd6qlw,bookstore,"This is not a library, it is %%.",48,male,english,48,library,0
s6f3k5dq5kjv964,banana,"This is a lemon, and that is %%.",37,male,english,40,lemon,1
s6f3k5dq5kjv964,sheep,"This is not a goat, it is %%.",37,male,english,1,goat,0
s6f3k5dq5kjv964,asparagus,"This is broccoli, and that is %%.",37,male,english,15,broccoli,1
s6f3k5dq5kjv964,wasp,"This is a hornet, and that is %%.",37,male,english,36,hornet,1
s6f3k5dq5kjv964,tomato,"This is not a potato, it is %%.",37,male,english,37,potato,0
s6f3k5dq5kjv964,trombone,"This is a trumpet, and that is %%.",37,male,english,26,trumpet,1
s6f3k5dq5kjv964,bear,"This is a deer, and that is %%.",37,male,english,12,deer,1
s6f3k5dq5kjv964,fridge,"This is not a freezer, it is %%.",37,male,english,22,freezer,0
s6f3k5dq5kjv964,snake,"This is not a frog, it is %%.",37,male,english,45,frog,0
s6f3k5dq5kjv964,shirt,"This is not a coat, it is %%.",37,male,english,27,coat,0
s6f3k5dq5kjv964,store,"This is a library, and that is %%.",37,male,english,48,library,1
s6f3k5dq5kjv964,sedan,"This is not a truck, it is %%.",37,male,english,11,truck,0
s6f3k5dq5kjv964,fern,"This is a cypress, and that is %%.",37,male,english,24,cypress,1
s6f3k5dq5kjv964,spoon,"This is not a sieve, it is %%.",37,male,english,50,sieve,0
s6f3k5dq5kjv964,raft,"This is not a ferry, it is %%.",37,male,english,19,ferry,0
s6f3k5dq5kjv964,tree,"This is a poplar, and that is %%.",37,male,english,49,poplar,1
s6f3k5dq5kjv964,dog,"This is not a cat, it is %%.",37,male,english,18,cat,0
s6f3k5dq5kjv964,stove,"This is a toaster, and that is %%.",37,male,english,6,toaster,1
s6f3k5dq5kjv964,potato,"This is corn, and that is %%.",37,male,english,7,corn,1
s6f3k5dq5kjv964,eagle,"This is a falcon, and that is %%.",37,male,english,8,falcon,1
s6f3k5dq5kjv964,crocodile,"This is not an alligator, it is %%.",37,male,english,2,alligator,0
s6f3k5dq5kjv964,cart,"This is a bag, and that is %%.",37,male,english,16,bag,1
s6f3k5dq5kjv964,ferry,"This is a yacht, and that is %%.",37,male,english,4,yacht,1
s6f3k5dq5kjv964,thermos,"This is not a mug, it is %%.",37,male,english,43,mug,0
s6f3k5dq5kjv964,deer,"This is not a giraffe, it is %%.",37,male,english,35,giraffe,0
s6f3k5dq5kjv964,duck,"This is a goose, and that is %%.",37,male,english,5,goose,1
s6f3k5dq5kjv964,clove,"This is garlic, and that is %%.",37,male,english,14,garlic,1
s6f3k5dq5kjv964,saxophone,"This is not a flute, it is %%.",37,male,english,28,flute,0
s6f3k5dq5kjv964,pigeon,"This is not a sparrow, it is %%.",37,male,english,41,sparrow,0
s6f3k5dq5kjv964,microwave,"This is an oven, and that is %%.",37,male,english,31,oven,1
s6f3k5dq5kjv964,vulture,"This is not a crow, it is %%.",37,male,english,34,crow,0
s6f3k5dq5kjv964,otter,"This is a beaver, and that is %%.",37,male,english,38,beaver,1
s6f3k5dq5kjv964,box,"This is not a television, it is %%.",37,male,english,44,television,0
s6f3k5dq5kjv964,car,"This is not a bus, it is %%.",37,male,english,9,bus,0
s6f3k5dq5kjv964,catfish,"This is a trout, and that is %%.",37,male,english,42,trout,1
s6f3k5dq5kjv964,crow,"This is a hawk, and that is %%.",37,male,english,32,hawk,1
s6f3k5dq5kjv964,television,"This is a radio, and that is %%.",37,male,english,46,radio,1
s6f3k5dq5kjv964,couch,"This is a chair, and that is %%.",37,male,english,3,chair,1
s6f3k5dq5kjv964,shirt,"This is a jacket, and that is %%.",37,male,english,13,jacket,1
s6f3k5dq5kjv964,moat,"This is a castle, and that is %%.",37,male,english,47,castle,1
s6f3k5dq5kjv964,bee,"This is not a wasp, it is %%.",37,male,english,23,wasp,0
s6f3k5dq5kjv964,can,"This is not a bottle, it is %%.",37,male,english,39,bottle,0
s6f3k5dq5kjv964,blueberry,"This is not a cranberry, it is %%.",37,male,english,29,cranberry,0
s6f3k5dq5kjv964,car,"This is a scooter, and that is %%.",37,male,english,33,scooter,1
s6f3k5dq5kjv964,snake,"This is not a lizard, it is %%.",37,male,english,25,lizard,0
s6f3k5dq5kjv964,jacket,"This is a shirt, and that is %%.",37,male,english,10,shirt,1
s6f3k5dq5kjv964,goose,"This is not a swan, it is %%.",37,male,english,17,swan,0
s6f3k5dq5kjv964,skirt,"This is not a dress, it is %%.",37,male,english,20,dress,0
spbbloegu4kk76n,fish,"This is not a trout, it is %%.",36,male,english,42,trout,0
spbbloegu4kk76n,fawn,"This is a deer, and that is %%.",36,male,english,12,deer,1
spbbloegu4kk76n,couch,"This is not a chair, it is %%.",36,male,english,3,chair,0
spbbloegu4kk76n,robin,"This is not a hawk, it is %%.",36,male,english,32,hawk,0
spbbloegu4kk76n,can,"This is a bottle, and that is %%.",36,male,english,39,bottle,1
spbbloegu4kk76n,skirt,"This is a dress, and that is %%.",36,male,english,20,dress,1
spbbloegu4kk76n,tote,"This is not a bag, it is %%.",36,male,english,16,bag,0
spbbloegu4kk76n,saxophone,"This is not a flute, it is %%.",36,male,english,28,flute,0
spbbloegu4kk76n,television,"This is not a radio, it is %%.",36,male,english,46,radio,0
spbbloegu4kk76n,boat,"This is a ferry, and that is %%.",36,male,english,19,ferry,1
spbbloegu4kk76n,depository,"This is not a library, it is %%.",36,male,english,48,library,0
spbbloegu4kk76n,beans,"This is corn, and that is %%.",36,male,english,7,corn,1
spbbloegu4kk76n,fridge,"This is a freezer, and that is %%.",36,male,english,22,freezer,1
spbbloegu4kk76n,bee,"This is not a wasp, it is %%.",36,male,english,23,wasp,0
spbbloegu4kk76n,stove,"This is an oven, and that is %%.",36,male,english,31,oven,1
spbbloegu4kk76n,saxophone,"This is a trumpet, and that is %%.",36,male,english,26,trumpet,1
spbbloegu4kk76n,goose,"This is not a swan, it is %%.",36,male,english,17,swan,0
