Subject,Polarity,Item,Answer
5,negative,goose,duck
5,affirmative,hawk,tree
5,affirmative,hornet,nest
5,negative,sieve,colander
5,negative,jacket,coat
5,affirmative,goat,fields
5,negative,trout,bass
5,negative,goldfish,cat
5,negative,poplar,willow
5,negative,frog,toad
5,affirmative,library,book
5,affirmative,dagger,sword
5,affirmative,chair,couch
5,affirmative,sparrow,tree
5,negative,shirt,dress
5,affirmative,beaver,tree
5,negative,mug,vase
5,affirmative,coat,hat
5,negative,bottle,jar
5,affirmative,radio,chair
5,affirmative,yacht,luxury
5,affirmative,falcon,tree
5,negative,toaster,refrigerator
5,negative,crow,raven
12,negative,library,bookstore
12,affirmative,truck,road
12,negative,goldfish,guppy
12,negative,beaver,muskrat
12,negative,bus,train
12,negative,ferry,boat
12,affirmative,hawk,tree
12,negative,flute,violin
12,negative,scooter,bike
12,negative,shirt,dress
12,negative,wasp,bee
12,negative,cypress,pine
12,negative,freezer,refrigerator
12,negative,coat,jacket
12,affirmative,yacht,luxury
12,negative,goat,sheep
12,affirmative,frog,pond
12,negative,dagger,sword
12,affirmative,radio,book
12,negative,lemon,lime
12,negative,lizard,snake
12,affirmative,cranberry,beach
12,negative,trumpet,saxophone
12,affirmative,trout,river
12,negative,oven,microwave
12,affirmative,crow,tree
12,negative,deer,moose
12,affirmative,falcon,tree
12,negative,dress,skirt
12,negative,sieve,colander
12,negative,goose,duck
9,affirmative,cat,dog
9,negative,dress,suit
9,negative,deer,moose
9,negative,sieve,strainer
9,negative,truck,car
9,affirmative,scooter,helmet
9,negative,trout,salmon
9,affirmative,trumpet,musician
9,negative,hawk,falcon
9,negative,shirt,dress
9,affirmative,flute,musician
9,affirmative,lizard,tree
9,affirmative,library,book
9,negative,mug,vase
9,negative,bottle,jug
9,negative,frog,toad
9,affirmative,radio,book
9,negative,crow,raven
9,negative,oven,microwave
9,negative,cypress,pine
9,affirmative,giraffe,savannah
9,affirmative,goat,sheep
9,affirmative,poplar,dog
9,affirmative,falcon,tree
9,affirmative,chair,table
9,affirmative,swan,lake
9,affirmative,jacket,coat
9,negative,yacht,sailboat
9,negative,potato,tomato
9,negative,toaster,refrigerator
10,negative,chair,sofa
10,affirmative,coat,hat
10,affirmative,bottle,glass
10,affirmative,castle,dragon
10,negative,goldfish,cat
10,affirmative,yacht,luxury
10,negative,hawk,buzzard
10,affirmative,frog,pond
10,affirmative,beaver,pond
10,affirmative,goose,gander
10,negative,lizard,snake
10,affirmative,swan,lake
10,affirmative,radio,battery
10,affirmative,goat,sheep
10,negative,trout,salmon
10,negative,television,computer
10,affirmative,hornet,flower
10,affirmative,poplar,tree
10,negative,cypress,pine
10,affirmative,cranberry,bag
10,negative,falcon,hawk
10,negative,lemon,lime
10,negative,scooter,bike
10,affirmative,library,book
10,affirmative,truck,tractor
10,affirmative,shirt,pant
10,negative,sieve,colander
10,affirmative,crow,tree
10,negative,mug,vase
4,affirmative,flute,piano
4,negative,oven,microwave
4,affirmative,beaver,tree
4,negative,library,bookstore
4,affirmative,cat,ball
4,negative,yacht,sailboat
4,negative,truck,lorry
4,affirmative,trout,stream
4,negative,ferry,boat
4,negative,deer,moose
4,affirmative,hawk,tree
4,negative,lizard,snake
4,negative,crow,raven
4,negative,shirt,dress
4,negative,bag,backpack
4,negative,television,computer
4,negative,frog,toad
4,affirmative,sieve,kitchen
4,negative,hornet,bee
4,negative,trumpet,saxophone
4,affirmative,goat,farm
4,negative,sparrow,falcon
4,negative,bus,train
4,negative,goldfish,guppy
4,negative,toaster,refrigerator
4,affirmative,potato,carrot
4,negative,poplar,willow
4,negative,falcon,hawk
4,negative,radio,television
4,negative,dress,skirt
4,affirmative,swan,lake
4,negative,freezer,refrigerator
4,affirmative,scooter,helmet
4,affirmative,jacket,sweater
1,negative,dagger,sword
1,negative,wasp,bee
1,affirmative,falcon,tree
1,affirmative,bus,city
1,negative,dress,suit
1,affirmative,scooter,helmet
1,affirmative,cypress,pine
1,affirmative,jacket,book
1,affirmative,sieve,kitchen
1,negative,freezer,refrigerator
1,negative,television,computer
1,negative,hornet,bee
1,affirmative,library,book
1,negative,ferry,boat
1,negative,radio,television
1,affirmative,toaster,bread
1,affirmative,bottle,glass
1,negative,lizard,snake
1,affirmative,oven,cake
1,affirmative,sparrow,tree
1,affirmative,cranberry,beach
1,negative,cat,dog
1,affirmative,potato,carrot
1,negative,crow,raven
1,affirmative,chair,couch
1,negative,trout,salmon
1,affirmative,goose,gander
1,affirmative,goat,sheep
17,affirmative,falcon,tree
17,affirmative,yacht,luxury
17,affirmative,poplar,beach
17,affirmative,freezer,refrigerator
17,affirmative,cranberry,beach
17,affirmative,shirt,pant
17,affirmative,goldfish,bowl
17,affirmative,sparrow,bird
17,affirmative,sieve,kitchen
17,affirmative,mug,coffee
17,affirmative,ferry,boat
17,affirmative,trout,river
17,affirmative,goat,bush
17,affirmative,jacket,shirt
17,affirmative,dagger,sheath
17,negative,hornet,bee
17,negative,bottle,jar
17,affirmative,oven,bread
17,affirmative,swan,lake
17,negative,alligator,crocodile
17,affirmative,hawk,tree
17,negative,scooter,motorcycle
17,affirmative,goose,gander
17,affirmative,lizard,rock
17,affirmative,crow,tree
17,negative,cat,dog
17,negative,toaster,refrigerator
17,affirmative,radio,table
6,negative,dress,skirt
6,negative,television,computer
6,affirmative,crow,tree
6,negative,dagger,sword
6,affirmative,oven,bread
6,negative,trout,salmon
6,negative,bottle,glass
6,negative,ferry,boat
6,negative,scooter,skateboard
6,affirmative,shirt,pants
6,negative,lizard,gecko
6,affirmative,goose,gander
6,affirmative,deer,fawn
6,affirmative,wasp,flower
6,negative,goat,sheep
6,negative,library,bookstore
6,negative,hawk,buzzard
6,affirmative,jacket,book
6,negative,lemon,lime
6,negative,sieve,colander
6,negative,broccoli,cauliflower
6,negative,sparrow,falcon
6,negative,mug,cup
6,affirmative,radio,speaker
6,affirmative,beaver,pond
