Subject,Polarity,Item,Answer
19,affirmative,jacket,sword
19,affirmative,truck,upside
19,negative,chair,sculpture
19,affirmative,falcon,horse
19,negative,dress,tunic
19,affirmative,corn,ash
19,negative,goat,moth
19,negative,castle,hovel
19,negative,swan,duck
18,negative,crow,chap
18,negative,falcon,bird
18,affirmative,scooter,fine
18,affirmative,deer,person
18,affirmative,shirt,berry
18,affirmative,cat,dog
18,affirmative,cypress,juniper
18,affirmative,oven,microwave
18,affirmative,poplar,pine
18,affirmative,beaver,pen
18,affirmative,trout,bass
18,affirmative,goose,giraffe
18,affirmative,lizard,basilisk
18,negative,goat,sheep
18,affirmative,flute,knife
18,negative,trumpet,chalice
18,negative,hornet,horne
18,affirmative,sparrow,cardinal
18,affirmative,truck,car
13,affirmative,beaver,raccoon
13,negative,swan,duck
13,negative,garlic,methedrine
13,negative,crow,raven
13,negative,lizard,dinosaur
13,affirmative,wasp,sting
13,negative,scooter,ca
13,negative,cypress,juniper
13,negative,goose,swan
13,affirmative,alligator,crocodile
13,affirmative,cat,dog
13,affirmative,bag,brick
13,negative,deer,bull
11,affirmative,trumpet,word
11,affirmative,oven,fuel
11,negative,bag,backpack
11,affirmative,hornet,stinger
11,affirmative,falcon,myna
11,negative,cat,dog
11,affirmative,sparrow,crane
11,affirmative,trout,shark
11,affirmative,goose,duck
11,affirmative,freezer,sand
11,affirmative,flute,arrow
11,affirmative,dagger,thistle
11,negative,deer,magnet
11,affirmative,potato,dinosaur
11,negative,giraffe,zebra
7,affirmative,oven,refrigerator
7,affirmative,beaver,moose
7,affirmative,goose,duck
7,negative,trumpet,cuckoo
7,affirmative,frog,fish
7,affirmative,falcon,sun
7,negative,coat,pile
7,affirmative,giraffe,lion
7,negative,garlic,horseradish
7,affirmative,dress,suit
7,affirmative,alligator,planets
7,negative,sieve,jam
7,affirmative,lemon,good
7,affirmative,hornet,wasp
7,affirmative,broccoli,mushrooms
7,affirmative,deer,snow
7,negative,bottle,tank
7,negative,swan,fetus
7,affirmative,shirt,boob
8,affirmative,jacket,niece
8,affirmative,swan,duck
8,negative,potato,monstrosity
8,affirmative,scooter,point
8,affirmative,toaster,owner
8,affirmative,cat,dog
8,negative,falcon,vulture
8,negative,shirt,myth
8,affirmative,freezer,fridge
8,affirmative,lizard,fungus
8,affirmative,flute,fiddle
8,negative,bottle,watermelon
8,negative,sieve,drum
8,affirmative,alligator,fish
8,negative,crow,jackdaw
8,affirmative,frog,cat
8,affirmative,hornet,fire
5,negative,corn,rice
5,affirmative,wasp,hand
5,affirmative,hawk,duck
5,negative,sieve,tornado
5,negative,frog,pig
5,affirmative,giraffe,zebra
5,affirmative,dress,sin
5,affirmative,dagger,egg
5,negative,shirt,tank
5,affirmative,coat,dog
5,negative,ferry,vessel
5,negative,bottle,tube
5,affirmative,falcon,sandpiper
12,negative,chair,sculpture
12,affirmative,hornet,blake
12,negative,alligator,crocodile
12,affirmative,radio,drill
12,affirmative,mug,spoon
12,affirmative,cranberry,blueberry
12,negative,trumpet,flute
12,negative,bottle,bucket
12,negative,dress,nightgown
9,affirmative,cat,kangaroo
9,affirmative,cranberry,blueberry
9,negative,sieve,sheep
9,negative,trout,bass
9,affirmative,lizard,caterpillar
9,negative,bottle,sprayer
9,affirmative,radio,fire
9,affirmative,giraffe,monkey
9,negative,beaver,frog
9,negative,alligator,crocodile
9,affirmative,poplar,walnut
9,affirmative,chair,bag
9,affirmative,goose,angel
9,affirmative,jacket,tunic
10,affirmative,trumpet,horn
10,affirmative,cat,human
10,affirmative,frog,rock
10,affirmative,beaver,muskrat
10,affirmative,goose,animals
10,negative,jacket,collar
10,affirmative,swan,king
10,affirmative,dress,pussy
10,affirmative,radio,hose
10,negative,television,death
10,affirmative,poplar,oak
10,affirmative,bag,briefcase
10,affirmative,shirt,table
10,affirmative,crow,raven
10,negative,mug,carafe
4,negative,library,castle
4,affirmative,cat,dog
4,negative,deer,donkey
4,affirmative,hawk,rope
4,affirmative,wasp,unfortunate
4,negative,lizard,marsupialia
4,negative,crow,raven
4,negative,shirt,sack
4,affirmative,goat,defender
4,affirmative,mug,hand
4,negative,falcon,hawk
4,affirmative,swan,rabbit
4,affirmative,jacket,call
1,affirmative,swan,vineyard
1,negative,wasp,hornet
1,affirmative,broccoli,steak
1,affirmative,jacket,vest
1,affirmative,library,sticker
1,affirmative,toaster,ashtray
1,affirmative,bottle,cap
1,negative,lizard,chameleon
1,affirmative,cranberry,raspberry
1,negative,cat,dog
1,affirmative,chair,horse
1,negative,trout,catfish
1,affirmative,goose,hen
1,affirmative,bag,illusion
1,affirmative,giraffe,caterpillar
1,affirmative,frog,swan
17,affirmative,yacht,boat
17,negative,castle,tragedy
17,affirmative,ferry,sea
17,affirmative,jacket,pants
17,negative,coat,suit
17,negative,frog,toad
17,affirmative,bag,case
17,affirmative,hawk,dove
17,negative,potato,carrot
17,affirmative,trumpet,cow
6,negative,trumpet,flute
6,affirmative,toaster,definition
6,negative,lizard,crocodile
6,affirmative,goose,cub
6,negative,hawk,predator
6,affirmative,castle,army
6,negative,falcon,robot
6,negative,potato,pumpkin
6,affirmative,radio,board
6,affirmative,hornet,bee
