Subject,Polarity,Item,Answer
13,affirmative,freezer,microwave
13,affirmative,goat,horse
13,negative,cypress,pine
13,affirmative,radio,chair
13,affirmative,sparrow,wren
13,negative,oven,toy
13,affirmative,jacket,sleeve
13,negative,goose,duck
13,negative,mug,can
13,affirmative,chair,desk
13,negative,potato,tomato
13,negative,flute,law
13,affirmative,cat,dog
13,affirmative,bag,suitcase
13,affirmative,dagger,skull
13,affirmative,library,computer
11,affirmative,trumpet,violin
11,affirmative,beaver,horse
11,negative,hawk,vulture
11,affirmative,oven,fire
11,affirmative,television,refrigerator
11,affirmative,poplar,pine
11,affirmative,hornet,bee
11,affirmative,alligator,crocodile
11,affirmative,wasp,ant
11,affirmative,falcon,hawk
11,affirmative,swan,cat
11,affirmative,bus,car
11,negative,cat,kitten
11,negative,frog,hat
11,negative,truck,monster
11,affirmative,flute,violin
11,affirmative,dagger,handle
11,affirmative,cranberry,banana
11,negative,radio,phonograph
11,negative,mug,plate
11,affirmative,cypress,pine
11,negative,deer,human
11,affirmative,goldfish,cat
11,negative,crow,raven
11,negative,giraffe,penguin
11,affirmative,dress,difference
7,affirmative,corn,potatoes
7,affirmative,oven,dryer
7,affirmative,beaver,bird
7,affirmative,goose,dog
7,negative,trumpet,saxophone
7,affirmative,frog,pig
7,affirmative,falcon,hawk
7,negative,wasp,fly
7,negative,coat,cape
7,negative,radio,clock
7,negative,hawk,kite
7,affirmative,giraffe,zebra
7,negative,ferry,boat
7,affirmative,dress,box
7,affirmative,alligator,crocodile
7,negative,bus,restaurant
7,affirmative,lemon,cherry
7,negative,cat,lion
7,negative,crow,raven
7,negative,goldfish,whale
7,affirmative,mug,spoon
7,affirmative,deer,elk
7,affirmative,truck,car
7,negative,swan,goose
7,affirmative,library,book
7,negative,dagger,pencil
7,affirmative,freezer,refrigerator
8,negative,giraffe,camel
8,affirmative,cranberry,gooseberry
8,negative,potato,plant
8,negative,oven,toaster
8,negative,radio,computer
8,negative,hawk,vulture
8,affirmative,cat,dog
8,affirmative,goose,duck
8,negative,shirt,statement
8,negative,sparrow,pheasant
8,affirmative,freezer,refrigerator
8,affirmative,lizard,lizards
8,negative,truck,workhorse
8,affirmative,chair,window
8,negative,sieve,strainer
8,negative,broccoli,good
8,affirmative,alligator,crocodile
8,negative,yacht,ship
8,affirmative,dagger,sheath
8,affirmative,mug,bowl
8,affirmative,frog,duck
8,negative,castle,fortress
8,affirmative,goldfish,beaver
5,negative,bus,plane
5,negative,trumpet,trombone
5,affirmative,wasp,bee
5,negative,goose,swan
5,affirmative,truck,plane
5,affirmative,hornet,wasp
5,affirmative,lemon,lime
5,negative,frog,fish
5,affirmative,giraffe,lion
5,negative,alligator,crocodile
5,affirmative,dagger,handle
5,affirmative,garlic,onion
5,negative,oven,novelty
5,affirmative,chair,table
5,negative,shirt,leotard
5,affirmative,beaver,bear
5,affirmative,coat,hat
5,negative,ferry,show
5,negative,bottle,jar
5,affirmative,freezer,refrigerator
5,negative,crow,raven
12,affirmative,bag,bottle
12,affirmative,hawk,duck
12,affirmative,garlic,oil
12,negative,scooter,bike
12,affirmative,hornet,spider
12,affirmative,giraffe,zebra
12,negative,wasp,fly
12,negative,cypress,juniper
12,negative,freezer,fridge
12,negative,coat,scam
12,affirmative,frog,pencil
12,affirmative,radio,magazine
12,negative,lizard,dinosaur
12,affirmative,mug,lamp
12,affirmative,cranberry,blueberry
12,affirmative,trout,perch
12,negative,oven,cooker
12,negative,deer,human
12,negative,bottle,battery
12,negative,cat,demon
12,negative,goose,gander
9,affirmative,cat,bird
9,negative,coat,cape
9,negative,dress,abomination
9,negative,deer,zebra
9,affirmative,sparrow,starling
9,affirmative,scooter,car
9,negative,trout,monster
9,affirmative,trumpet,clarinet
9,affirmative,flute,drum
9,affirmative,freezer,freezing
9,negative,mug,artifact
9,affirmative,broccoli,mushroom
9,negative,garlic,nature
9,negative,crow,pigeon
9,affirmative,wasp,bee
9,negative,oven,microwave
9,affirmative,giraffe,cow
9,negative,alligator,crocodile
9,affirmative,poplar,birch
9,affirmative,falcon,hawk
9,affirmative,swan,duck
9,affirmative,goose,tree
10,affirmative,trumpet,flute
10,affirmative,castle,mote
10,negative,dagger,gun
10,affirmative,sparrow,rabbit
10,affirmative,freezer,ice
10,affirmative,cat,house
10,affirmative,yacht,yachtsmen
10,negative,hawk,vulture
10,affirmative,frog,ass
10,affirmative,beaver,squirrel
10,affirmative,oven,boiler
10,affirmative,goose,duck
10,negative,lizard,dragon
10,affirmative,bus,car
10,affirmative,goat,cow
10,negative,trout,hybrid
10,negative,television,monitor
10,negative,falcon,vulture
10,negative,flute,gun
10,negative,scooter,car
10,affirmative,giraffe,zebra
10,affirmative,toaster,grinder
10,affirmative,shirt,skirt
10,affirmative,broccoli,person
10,negative,sieve,funnel
4,negative,oven,microwave
4,affirmative,cat,dog
4,negative,yacht,home
4,negative,deer,moose
4,affirmative,wasp,bee
4,affirmative,garlic,ginger
4,negative,castle,prison
4,negative,lizard,dragon
4,negative,shirt,lifestyle
4,negative,television,tablet
4,negative,frog,toad
4,negative,hornet,bee
4,affirmative,alligator,rabbit
4,negative,trumpet,saxophone
4,affirmative,giraffe,hippo
4,negative,sparrow,parakeet
4,negative,poplar,sycamore
4,affirmative,bottle,cartridge
4,negative,chair,table
4,affirmative,swan,goose
4,affirmative,scooter,mountain
1,affirmative,falcon,hawk
1,affirmative,mug,doggie
1,affirmative,broccoli,tofu
1,affirmative,scooter,bike
1,affirmative,cypress,oak
1,affirmative,jacket,armchair
1,negative,freezer,refrigerator
1,negative,goldfish,needlefish
1,affirmative,trumpet,trombone
1,affirmative,library,book
1,affirmative,lemon,fish
1,affirmative,deer,cat
1,negative,alligator,crocodile
1,affirmative,cranberry,blueberry
1,negative,cat,lion
1,negative,castle,palace
1,affirmative,potato,carrot
1,negative,corn,wheat
1,affirmative,chair,table
1,affirmative,goat,cow
1,negative,poplar,willow
1,affirmative,giraffe,lion
1,affirmative,frog,man
17,affirmative,wasp,bee
17,negative,flute,whistle
17,affirmative,cranberry,strawberry
17,affirmative,shirt,skirt
17,affirmative,goldfish,black
17,negative,chair,artwork
17,affirmative,truck,motorcycle
17,affirmative,dagger,knife
17,negative,bus,animal
17,negative,coat,tarp
17,affirmative,deer,giraffe
17,negative,frog,hat
17,affirmative,bag,fork
17,negative,bottle,vial
17,affirmative,hawk,pigeon
17,negative,potato,stone
17,affirmative,goose,duck
17,affirmative,trumpet,violin
17,affirmative,lizard,eagle
17,affirmative,crow,pigeon
17,negative,cat,dog
17,affirmative,giraffe,tree
6,negative,dress,experience
6,affirmative,oven,door
6,negative,bag,miracle
6,negative,bottle,can
6,negative,coat,cape
6,affirmative,swan,goose
6,affirmative,bus,plane
6,negative,lizard,gecko
6,affirmative,goose,duck
6,affirmative,deer,dog
6,affirmative,wasp,spider
6,affirmative,jacket,hat
6,affirmative,giraffe,cat
6,affirmative,poplar,oak
6,affirmative,beaver,bear
