Subject,Polarity,Item,Answer
13,negative,castle,mansion
13,affirmative,poplar,oak
13,negative,dress,jumpsuit
13,affirmative,lemon,orange
13,negative,crow,raven
13,affirmative,bus,car
13,negative,lizard,chameleon
13,affirmative,broccoli,cauliflower
13,affirmative,hornet,bumblebee
13,affirmative,wasp,bee
13,affirmative,freezer,refrigerator
13,negative,sieve,colander
13,negative,scooter,motorcycle
13,negative,truck,car
13,affirmative,goat,sheep
13,negative,hawk,falcon
13,negative,shirt,jacket
13,affirmative,yacht,sailboat
13,affirmative,radio,television
13,negative,bottle,jar
13,affirmative,sparrow,dove
13,negative,oven,microwave
13,affirmative,jacket,coat
13,negative,corn,maize
13,negative,giraffe,elephant
13,negative,goose,swan
13,negative,mug,cup
13,affirmative,chair,table
13,negative,potato,tomato
13,negative,trumpet,trombone
13,negative,flute,clarinet
13,negative,trout,salmon
13,affirmative,alligator,crocodile
13,affirmative,cat,dog
13,negative,falcon,eagle
13,affirmative,bag,suitcase
13,affirmative,dagger,sword
13,affirmative,cranberry,blueberry
13,affirmative,library,bookstore
13,affirmative,coat,hat
13,negative,deer,moose
11,affirmative,trumpet,trombone
11,affirmative,beaver,moose
11,negative,hawk,falcon
11,affirmative,oven,stove
11,affirmative,television,radio
11,negative,castle,mansion
11,affirmative,poplar,oak
11,negative,bottle,jar
11,negative,scooter,motorcycle
11,negative,lemon,orange
11,negative,bag,suitcase
11,affirmative,jacket,coat
11,affirmative,hornet,bumblebee
11,affirmative,alligator,crocodile
11,affirmative,wasp,bee
11,affirmative,falcon,eagle
11,affirmative,swan,duck
11,affirmative,bus,car
11,negative,cat,dog
11,negative,frog,toad
11,affirmative,sparrow,dove
11,affirmative,corn,wheat
11,affirmative,trout,salmon
11,affirmative,goose,swan
11,negative,truck,car
11,affirmative,freezer,refrigerator
11,affirmative,library,bookstore
11,negative,lizard,chameleon
11,affirmative,flute,clarinet
11,affirmative,dagger,sword
11,affirmative,cranberry,blueberry
11,negative,garlic,onion
11,negative,radio,speaker
11,negative,mug,cup
11,affirmative,coat,hat
11,negative,broccoli,cauliflower
11,affirmative,chair,table
11,negative,deer,moose
11,affirmative,goldfish,guppy
11,negative,goat,sheep
11,negative,shirt,jacket
11,negative,sieve,colander
11,negative,crow,raven
11,negative,yacht,sailboat
11,affirmative,potato,tomato
11,negative,giraffe,elephant
11,affirmative,dress,shirt
7,negative,chair,stool
7,affirmative,lizard,snake
7,affirmative,corn,wheat
7,affirmative,oven,stove
7,affirmative,beaver,dam
7,affirmative,goose,swan
7,negative,trumpet,trombone
7,affirmative,frog,toad
7,negative,trout,salmon
7,affirmative,poplar,oak
7,affirmative,falcon,eagle
7,negative,wasp,bee
7,negative,coat,jacket
7,negative,sparrow,cardinal
7,affirmative,scooter,motorcycle
7,affirmative,television,radio
7,negative,potato,tomato
7,negative,hawk,falcon
7,affirmative,giraffe,elephant
7,negative,garlic,onion
7,affirmative,dress,shirt
7,negative,yacht,sailboat
7,affirmative,alligator,crocodile
7,negative,bus,train
7,negative,sieve,colander
7,affirmative,flute,clarinet
7,negative,jacket,coat
7,affirmative,lemon,orange
7,negative,cat,dog
7,negative,crow,raven
7,affirmative,hornet,bumblebee
7,negative,goat,sheep
7,affirmative,castle,moat
7,affirmative,mug,cup
7,affirmative,broccoli,cauliflower
7,affirmative,deer,doe
7,negative,bottle,jar
7,negative,bag,suitcase
7,affirmative,truck,car
7,negative,swan,goose
7,negative,cranberry,pomegranate
7,affirmative,shirt,pants
7,affirmative,library,bookstore
7,affirmative,freezer,refrigerator
8,affirmative,jacket,coat
8,affirmative,trout,salmon
8,affirmative,deer,doe
8,affirmative,swan,duck
8,affirmative,dress,shirt
8,negative,goat,sheep
8,negative,giraffe,elephant
8,affirmative,cranberry,blueberry
8,negative,wasp,bee
8,negative,potato,tomato
8,negative,oven,microwave
8,negative,hawk,falcon
8,affirmative,scooter,motorcycle
8,affirmative,trumpet,trombone
8,affirmative,cat,dog
8,negative,falcon,eagle
8,affirmative,goose,swan
8,negative,shirt,jacket
8,negative,bus,train
8,negative,sparrow,cardinal
8,affirmative,lemon,orange
8,affirmative,freezer,refrigerator
8,affirmative,television,radio
8,affirmative,bag,suitcase
8,affirmative,lizard,snake
8,negative,coat,jacket
8,negative,truck,car
8,affirmative,flute,clarinet
8,affirmative,chair,table
8,negative,bottle,jar
8,negative,sieve,colander
8,negative,broccoli,cauliflower
8,affirmative,alligator,crocodile
8,negative,yacht,sailboat
8,negative,crow,raven
8,affirmative,dagger,sword
8,negative,garlic,onion
8,affirmative,mug,cup
8,affirmative,frog,toad
8,negative,castle,mansion
8,affirmative,beaver,moose
8,affirmative,hornet,bumblebee
8,negative,corn,maize
5,negative,corn,maize
5,negative,lizard,chameleon
5,negative,scooter,motorcycle
5,negative,castle,mansion
5,negative,swan,goose
5,negative,cranberry,cherry
5,negative,bus,train
5,negative,trumpet,trombone
5,affirmative,potato,tomato
5,affirmative,wasp,bee
5,affirmative,deer,doe
5,negative,goose,swan
5,negative,cat,dog
5,affirmative,hawk,dove
5,negative,bag,suitcase
5,affirmative,truck,car
5,affirmative,hornet,bumblebee
5,affirmative,lemon,orange
5,negative,sieve,colander
5,negative,jacket,coat
5,affirmative,goat,sheep
5,negative,trout,salmon
5,negative,frog,toad
5,affirmative,library,bookstore
5,affirmative,giraffe,elephant
5,affirmative,dress,shirt
5,negative,alligator,crocodile
5,affirmative,dagger,sword
5,affirmative,garlic,onion
5,negative,oven,microwave
5,affirmative,chair,table
5,affirmative,sparrow,dove
5,negative,flute,clarinet
5,negative,shirt,jacket
5,affirmative,beaver,moose
5,negative,mug,cup
5,affirmative,coat,hat
5,negative,bottle,jar
5,affirmative,broccoli,cauliflower
5,affirmative,radio,television
5,affirmative,yacht,sailboat
5,affirmative,falcon,eagle
5,affirmative,freezer,refrigerator
5,negative,crow,raven
12,affirmative,truck,car
12,negative,beaver,squirrel
12,negative,castle,mansion
12,negative,bus,train
12,affirmative,bag,suitcase
12,affirmative,broccoli,cauliflower
12,affirmative,hawk,dove
12,affirmative,garlic,onion
12,negative,flute,clarinet
12,affirmative,corn,wheat
12,negative,scooter,motorcycle
12,negative,chair,stool
12,affirmative,hornet,bumblebee
12,negative,jacket,coat
12,negative,alligator,crocodile
12,affirmative,giraffe,elephant
12,affirmative,poplar,oak
12,negative,shirt,jacket
12,negative,wasp,bee
12,negative,freezer,refrigerator
12,negative,coat,jacket
12,affirmative,yacht,sailboat
12,negative,goat,sheep
12,affirmative,television,radio
12,affirmative,frog,toad
12,affirmative,radio,television
12,negative,lemon,orange
12,affirmative,swan,duck
12,negative,lizard,chameleon
12,affirmative,mug,cup
12,affirmative,cranberry,blueberry
12,negative,trumpet,trombone
12,affirmative,trout,salmon
12,negative,oven,microwave
12,affirmative,crow,raven
12,negative,deer,moose
12,negative,bottle,jar
12,affirmative,falcon,eagle
12,negative,cat,dog
12,negative,dress,jumpsuit
12,negative,sieve,colander
12,negative,goose,swan
12,negative,potato,tomato
12,affirmative,sparrow,dove
9,affirmative,cat,dog
9,negative,hornet,bumblebee
9,negative,coat,jacket
9,negative,dress,jumpsuit
9,negative,deer,moose
9,affirmative,castle,moat
9,affirmative,cranberry,blueberry
9,affirmative,lemon,orange
9,negative,sieve,colander
9,negative,truck,car
9,affirmative,sparrow,dove
9,affirmative,scooter,motorcycle
9,negative,trout,salmon
9,affirmative,trumpet,trombone
9,negative,hawk,falcon
9,negative,shirt,jacket
9,affirmative,flute,clarinet
9,affirmative,lizard,snake
9,affirmative,library,bookstore
9,negative,corn,maize
9,affirmative,freezer,refrigerator
9,negative,mug,cup
9,negative,bottle,jar
9,negative,frog,toad
9,affirmative,broccoli,cauliflower
9,negative,garlic,onion
9,affirmative,radio,television
9,negative,crow,raven
9,affirmative,wasp,bee
9,negative,oven,microwave
9,affirmative,giraffe,elephant
9,negative,beaver,squirrel
9,negative,alligator,crocodile
9,affirmative,goat,sheep
9,affirmative,poplar,oak
9,affirmative,falcon,eagle
9,affirmative,chair,table
9,affirmative,swan,duck
9,affirmative,goose,swan
9,affirmative,jacket,coat
9,affirmative,ferry,dock
9,affirmative,bus,car
9,negative,yacht,sailboat
9,affirmative,bag,suitcase
9,negative,potato,tomato
10,negative,chair,stool
10,affirmative,coat,hat
10,affirmative,trumpet,trombone
10,affirmative,bottle,jar
10,affirmative,castle,moat
10,affirmative,sparrow,dove
10,affirmative,freezer,refrigerator
10,affirmative,cat,dog
10,negative,wasp,bee
10,affirmative,yacht,sailboat
10,affirmative,corn,wheat
10,negative,hawk,falcon
10,affirmative,deer,doe
10,affirmative,frog,toad
10,affirmative,beaver,moose
10,affirmative,oven,stove
10,affirmative,goose,swan
10,negative,lizard,chameleon
10,negative,jacket,coat
10,affirmative,swan,duck
10,affirmative,dress,shirt
10,affirmative,radio,television
10,affirmative,bus,car
10,affirmative,goat,sheep
10,negative,trout,salmon
10,affirmative,garlic,onion
10,affirmative,hornet,bumblebee
10,negative,alligator,crocodile
10,affirmative,poplar,oak
10,affirmative,bag,suitcase
10,affirmative,cranberry,blueberry
10,negative,falcon,eagle
10,negative,lemon,orange
10,negative,flute,clarinet
10,negative,scooter,motorcycle
10,affirmative,giraffe,elephant
10,affirmative,library,bookstore
10,affirmative,truck,car
10,affirmative,shirt,pants
10,negative,potato,tomato
10,affirmative,broccoli,cauliflower
10,negative,sieve,colander
10,affirmative,crow,raven
10,negative,mug,cup
4,affirmative,flute,clarinet
4,negative,oven,microwave
4,affirmative,beaver,moose
4,affirmative,cat,dog
4,negative,yacht,sailboat
4,negative,truck,car
4,affirmative,trout,salmon
4,affirmative,goose,swan
4,negative,deer,moose
4,negative,lemon,orange
4,affirmative,hawk,dove
4,affirmative,wasp,bee
4,affirmative,garlic,onion
4,negative,corn,maize
4,negative,castle,mansion
4,negative,lizard,chameleon
4,negative,crow,raven
4,negative,shirt,jacket
4,negative,bag,suitcase
4,negative,frog,toad
4,affirmative,sieve,colander
4,negative,hornet,bumblebee
4,affirmative,alligator,crocodile
4,negative,trumpet,trombone
4,affirmative,giraffe,elephant
4,affirmative,goat,sheep
4,negative,sparrow,cardinal
4,negative,bus,train
4,affirmative,potato,tomato
4,affirmative,bottle,jar
4,negative,cranberry,cherry
4,affirmative,mug,cup
4,affirmative,broccoli,cauliflower
4,negative,falcon,eagle
4,negative,chair,stool
4,negative,radio,speaker
4,negative,dress,jumpsuit
4,negative,coat,jacket
4,affirmative,swan,duck
4,negative,freezer,refrigerator
4,affirmative,scooter,motorcycle
4,affirmative,jacket,coat
1,affirmative,swan,duck
1,negative,wasp,bee
1,negative,coat,jacket
1,affirmative,falcon,eagle
1,affirmative,bus,car
1,affirmative,mug,cup
1,affirmative,broccoli,cauliflower
1,negative,dress,jumpsuit
1,affirmative,scooter,motorcycle
1,affirmative,jacket,coat
1,affirmative,sieve,colander
1,negative,freezer,refrigerator
1,negative,hornet,bumblebee
1,affirmative,beaver,dam
1,affirmative,trumpet,trombone
1,affirmative,library,bookstore
1,affirmative,lemon,orange
1,negative,shirt,jacket
1,affirmative,deer,doe
1,affirmative,garlic,onion
1,affirmative,bottle,jar
1,negative,lizard,chameleon
1,affirmative,oven,stove
1,affirmative,sparrow,dove
1,negative,alligator,crocodile
1,affirmative,cranberry,blueberry
1,negative,cat,dog
1,negative,castle,mansion
1,negative,hawk,falcon
1,affirmative,potato,tomato
1,affirmative,flute,clarinet
1,negative,crow,raven
1,negative,corn,maize
1,affirmative,chair,table
1,negative,trout,salmon
1,affirmative,yacht,sailboat
1,affirmative,goose,swan
1,affirmative,bag,suitcase
1,affirmative,goat,sheep
1,affirmative,giraffe,elephant
1,negative,truck,car
1,affirmative,frog,toad
17,affirmative,falcon,eagle
17,affirmative,yacht,sailboat
17,affirmative,poplar,oak
17,affirmative,beaver,moose
17,affirmative,freezer,refrigerator
17,negative,castle,mansion
17,affirmative,wasp,bee
17,negative,flute,clarinet
17,affirmative,cranberry,blueberry
17,affirmative,shirt,pants
17,affirmative,goldfish,guppy
17,affirmative,garlic,onion
17,negative,chair,stool
17,affirmative,sparrow,dove
17,affirmative,sieve,colander
17,affirmative,mug,cup
17,affirmative,truck,car
17,affirmative,ferry,dock
17,affirmative,trout,salmon
17,affirmative,goat,sheep
17,affirmative,jacket,coat
17,affirmative,dagger,sword
17,negative,bus,train
17,negative,corn,maize
17,negative,hornet,bumblebee
17,negative,coat,jacket
17,affirmative,deer,doe
17,negative,frog,toad
17,affirmative,bag,suitcase
17,affirmative,television,radio
17,negative,bottle,jar
17,negative,dress,jumpsuit
17,affirmative,oven,stove
17,affirmative,swan,duck
17,negative,alligator,crocodile
17,affirmative,hawk,dove
17,negative,scooter,motorcycle
17,negative,potato,tomato
17,affirmative,goose,swan
17,negative,lemon,orange
17,negative,broccoli,cauliflower
17,affirmative,trumpet,trombone
17,affirmative,lizard,snake
17,affirmative,crow,raven
17,negative,cat,dog
17,affirmative,radio,television
17,affirmative,giraffe,elephant
6,negative,dress,jumpsuit
6,negative,truck,car
6,negative,trumpet,trombone
6,affirmative,yacht,sailboat
6,affirmative,crow,raven
6,affirmative,oven,stove
6,negative,trout,salmon
6,negative,bag,suitcase
6,negative,bottle,jar
6,negative,alligator,crocodile
6,negative,coat,jacket
6,negative,scooter,motorcycle
6,affirmative,swan,duck
6,affirmative,bus,car
6,affirmative,garlic,onion
6,affirmative,shirt,pants
6,negative,lizard,chameleon
6,affirmative,goose,swan
6,affirmative,deer,doe
6,affirmative,wasp,bee
6,negative,cat,dog
6,negative,goat,sheep
6,negative,hawk,falcon
6,affirmative,jacket,coat
6,negative,lemon,orange
6,affirmative,giraffe,elephant
6,negative,sieve,colander
6,affirmative,castle,moat
6,negative,cranberry,cherry
6,negative,frog,toad
6,negative,chair,stool
6,negative,falcon,sparrow
6,negative,corn,maize
6,negative,potato,tomato
6,affirmative,poplar,oak
6,negative,flute,clarinet
6,negative,broccoli,cauliflower
6,negative,sparrow,cardinal
6,negative,mug,cup
6,affirmative,freezer,refrigerator
6,affirmative,radio,television
6,affirmative,beaver,moose
6,affirmative,hornet,bumblebee
