Subject,Polarity,Item,Answer
18,affirmative,giraffe,tree
18,affirmative,shirt,pant
18,affirmative,cat,dog
18,negative,bottle,flask
18,negative,frog,toad
18,affirmative,chair,table
18,affirmative,cypress,pine
18,negative,coat,jacket
18,negative,potato,tomato
18,affirmative,oven,stove
18,affirmative,poplar,willow
18,affirmative,beaver,tree
18,affirmative,bus,car
18,affirmative,trout,fisherman
18,affirmative,goose,pond
18,affirmative,lizard,rock
18,affirmative,jacket,shirt
18,negative,goat,sheep
18,affirmative,flute,drum
18,negative,trumpet,clarinet
18,negative,hornet,wasp
18,negative,freezer,refrigerator
18,affirmative,sparrow,robin
18,negative,television,computer
18,negative,radio,transistor
18,affirmative,truck,trailer
18,affirmative,dagger,shield
13,affirmative,beaver,tree
13,negative,frog,toad
13,negative,castle,fortress
13,affirmative,poplar,willow
13,negative,dress,costume
13,affirmative,lemon,fork
13,negative,crow,raven
13,affirmative,bus,car
13,negative,lizard,reptile
13,affirmative,goldfish,cat
13,affirmative,broccoli,carrot
13,affirmative,hornet,nest
13,affirmative,wasp,nest
13,affirmative,freezer,refrigerator
13,negative,sieve,colander
13,negative,scooter,motorcycle
13,negative,truck,car
13,affirmative,goat,sheep
13,negative,cypress,pine
13,affirmative,yacht,sailboat
13,affirmative,radio,microphone
13,negative,bottle,flask
13,affirmative,sparrow,robin
13,negative,oven,microwave
13,affirmative,jacket,shirt
13,negative,goose,duck
13,affirmative,chair,table
13,negative,television,monitor
13,negative,trout,salmon
13,affirmative,alligator,fish
13,affirmative,cat,dog
13,negative,falcon,parrot
13,affirmative,bag,purse
13,affirmative,dagger,sword
13,affirmative,cranberry,bog
13,affirmative,library,book
13,affirmative,coat,hat
13,negative,deer,reindeer
11,affirmative,trumpet,drum
11,affirmative,beaver,tree
11,negative,toaster,blender
11,affirmative,oven,cake
11,negative,castle,fortress
11,affirmative,poplar,willow
11,negative,bottle,glass
11,negative,scooter,motorcycle
11,affirmative,jacket,shirt
11,affirmative,hornet,nest
11,affirmative,alligator,crocodile
11,affirmative,wasp,nest
11,affirmative,falcon,tree
11,affirmative,swan,pond
11,affirmative,bus,car
11,negative,cat,dog
11,affirmative,sparrow,robin
11,affirmative,trout,fisherman
11,affirmative,goose,pond
11,negative,truck,car
11,affirmative,freezer,refrigerator
11,affirmative,library,book
11,negative,lizard,reptile
11,affirmative,flute,violin
11,affirmative,dagger,cloak
11,affirmative,cranberry,bog
11,negative,radio,walkie-talkie
11,affirmative,coat,hat
11,affirmative,cypress,pine
11,affirmative,chair,table
11,negative,deer,reindeer
11,affirmative,goldfish,castle
11,negative,shirt,t-shirt
11,negative,sieve,colander
11,negative,crow,raven
11,negative,yacht,sailboat
11,affirmative,potato,carrot
11,negative,giraffe,neck
11,affirmative,dress,veil
7,affirmative,lizard,rock
7,affirmative,oven,cake
7,negative,toaster,blender
7,affirmative,cypress,pine
7,affirmative,beaver,tree
7,affirmative,goose,pond
7,negative,trumpet,clarinet
7,negative,trout,salmon
7,affirmative,poplar,willow
7,affirmative,falcon,nest
7,negative,wasp,hornet
7,negative,coat,cloak
7,affirmative,scooter,helmet
7,negative,radio,walkie-talkie
7,affirmative,giraffe,tree
7,affirmative,dress,veil
7,affirmative,alligator,fish
7,negative,bus,train
7,negative,sieve,colander
7,affirmative,flute,violin
7,negative,jacket,coat
7,affirmative,lemon,apple
7,negative,cat,dog
7,negative,crow,raven
7,affirmative,hornet,nest
7,negative,goat,sheep
7,affirmative,castle,moat
7,affirmative,mug,spoon
7,affirmative,broccoli,carrot
7,affirmative,deer,rabbit
7,negative,bottle,flask
7,negative,bag,purse
7,affirmative,truck,car
7,negative,cranberry,bog
7,affirmative,shirt,pant
7,affirmative,library,bookshelf
7,negative,dagger,toy
7,affirmative,freezer,refrigerator
8,affirmative,jacket,shirt
8,affirmative,trout,fisherman
8,affirmative,deer,forest
8,affirmative,swan,pond
8,affirmative,dress,hat
8,negative,goat,sheep
8,negative,giraffe,kangaroo
8,affirmative,cranberry,bog
8,negative,wasp,hornet
8,negative,oven,microwave
8,negative,radio,transistor
8,affirmative,scooter,helmet
8,affirmative,trumpet,clarinet
8,affirmative,toaster,plate
8,affirmative,cypress,pine
8,affirmative,cat,dog
8,negative,falcon,parrot
8,affirmative,goose,pond
8,negative,shirt,sweater
8,negative,bus,train
8,negative,sparrow,swallow
8,affirmative,lemon,tree
8,affirmative,freezer,refrigerator
8,affirmative,television,remote
8,affirmative,bag,wallet
8,affirmative,lizard,rock
8,negative,coat,jacket
8,negative,truck,car
8,affirmative,flute,violin
8,affirmative,chair,table
8,negative,bottle,flask
8,negative,sieve,colander
8,affirmative,alligator,fish
8,negative,yacht,sailboat
8,affirmative,dagger,snake
8,affirmative,mug,spoon
8,negative,castle,fortress
8,affirmative,beaver,tree
8,affirmative,hornet,nest
8,affirmative,goldfish,cat
8,negative,library,bookstore
5,negative,lizard,chameleon
5,negative,scooter,motorcycle
5,negative,castle,ruin
5,negative,swan,duck
5,negative,television,monitor
5,negative,cranberry,bog
5,negative,bus,train
5,negative,trumpet,clarinet
5,affirmative,potato,carrot
5,affirmative,wasp,nest
5,affirmative,deer,rabbit
5,negative,goose,duck
5,affirmative,hawk,dove
5,affirmative,truck,car
5,affirmative,hornet,nest
5,affirmative,lemon,tree
5,negative,sieve,colander
5,affirmative,goat,hill
5,negative,poplar,willow
5,negative,frog,toad
5,affirmative,library,book
5,affirmative,giraffe,tree
5,affirmative,dress,scarf
5,negative,alligator,crocodile
5,affirmative,dagger,sword
5,affirmative,garlic,onion
5,affirmative,chair,table
5,affirmative,sparrow,robin
5,negative,shirt,t-shirt
5,affirmative,beaver,tree
5,affirmative,coat,hat
5,negative,bottle,flask
5,affirmative,broccoli,cauliflower
5,negative,cypress,juniper
5,affirmative,radio,microphone
5,affirmative,yacht,sailboat
5,affirmative,falcon,nest
5,affirmative,freezer,refrigerator
5,negative,toaster,blender
5,negative,crow,raven
12,negative,library,bookstore
12,affirmative,truck,trailer
12,negative,beaver,rodent
12,negative,castle,fortress
12,negative,bus,train
12,affirmative,bag,purse
12,affirmative,broccoli,carrot
12,affirmative,hawk,dove
12,affirmative,garlic,onion
12,negative,flute,recorder
12,affirmative,toaster,kitchen
12,negative,scooter,motorcycle
12,negative,chair,sofa
12,affirmative,hornet,nest
12,negative,jacket,coat
12,negative,alligator,crocodile
12,affirmative,giraffe,tree
12,affirmative,poplar,willow
12,negative,shirt,t-shirt
12,negative,wasp,hornet
12,negative,cypress,pine
12,negative,freezer,refrigerator
12,affirmative,yacht,sailboat
12,negative,goat,sheep
12,negative,dagger,toy
12,affirmative,radio,microphone
12,affirmative,swan,lake
12,negative,lizard,reptile
12,affirmative,mug,spoon
12,affirmative,cranberry,bog
12,negative,trumpet,clarinet
12,affirmative,trout,fisherman
12,negative,oven,microwave
12,affirmative,crow,tree
12,negative,deer,reindeer
12,affirmative,falcon,tree
12,negative,cat,dog
12,negative,sieve,colander
12,negative,goose,duck
12,affirmative,sparrow,robin
9,affirmative,cat,dog
9,negative,hornet,wasp
9,negative,coat,jacket
9,negative,dress,garment
9,affirmative,castle,moat
9,affirmative,cranberry,sauce
9,affirmative,lemon,fork
9,negative,sieve,colander
9,negative,truck,car
9,affirmative,sparrow,finch
9,affirmative,scooter,helmet
9,negative,trout,salmon
9,affirmative,trumpet,drum
9,negative,hawk,eagle
9,negative,shirt,t-shirt
9,affirmative,flute,violin
9,affirmative,goldfish,cat
9,affirmative,lizard,rock
9,affirmative,library,book
9,affirmative,freezer,refrigerator
9,negative,mug,teapot
9,negative,bottle,glass
9,negative,frog,toad
9,affirmative,broccoli,carrot
9,affirmative,radio,microphone
9,affirmative,wasp,nest
9,negative,oven,microwave
9,negative,cypress,pine
9,affirmative,giraffe,tree
9,negative,dagger,toy
9,negative,alligator,crocodile
9,affirmative,goat,sheep
9,affirmative,poplar,willow
9,affirmative,falcon,tree
9,affirmative,chair,table
9,affirmative,swan,pond
9,affirmative,goose,pond
9,affirmative,jacket,shirt
9,affirmative,ferry,boat
9,affirmative,bus,car
9,negative,yacht,sailboat
9,affirmative,bag,book
10,affirmative,coat,hat
10,affirmative,trumpet,clarinet
10,affirmative,bottle,glass
10,affirmative,castle,moat
10,negative,dagger,toy
10,affirmative,sparrow,robin
10,affirmative,freezer,refrigerator
10,affirmative,cat,dog
10,negative,wasp,hornet
10,affirmative,yacht,sailboat
10,affirmative,deer,rabbit
10,affirmative,beaver,tree
10,affirmative,oven,cake
10,affirmative,goose,pond
10,negative,lizard,reptile
10,negative,jacket,cloak
10,affirmative,swan,pond
10,affirmative,dress,veil
10,affirmative,radio,speaker
10,affirmative,bus,car
10,affirmative,goat,sheep
10,negative,trout,salmon
10,affirmative,garlic,onion
10,negative,television,computer
10,affirmative,hornet,nest
10,negative,alligator,crocodile
10,affirmative,poplar,willow
10,affirmative,bag,purse
10,negative,cypress,juniper
10,affirmative,cranberry,sauce
10,negative,falcon,kestrel
10,negative,flute,recorder
10,negative,scooter,motorcycle
10,affirmative,giraffe,tree
10,affirmative,library,bookshelf
10,affirmative,toaster,kitchen
10,affirmative,truck,car
10,affirmative,shirt,pant
10,negative,sieve,colander
10,affirmative,crow,tree
10,negative,mug,teacup
4,affirmative,flute,violin
4,negative,oven,microwave
4,affirmative,beaver,tree
4,negative,library,bookstore
4,affirmative,cat,dog
4,negative,yacht,sailboat
4,negative,truck,pickup
4,affirmative,trout,fisherman
4,affirmative,goose,pond
4,negative,deer,reindeer
4,affirmative,hawk,dove
4,affirmative,wasp,nest
4,affirmative,garlic,onion
4,negative,cypress,pine
4,negative,castle,fortress
4,negative,lizard,reptile
4,negative,dagger,toy
4,negative,crow,raven
4,negative,shirt,t-shirt
4,negative,bag,purse
4,negative,television,computer
4,negative,frog,toad
4,affirmative,sieve,bowl
4,affirmative,alligator,tree
4,negative,trumpet,clarinet
4,affirmative,giraffe,tree
4,affirmative,goat,sheep
4,negative,sparrow,finch
4,negative,bus,train
4,affirmative,potato,carrot
4,negative,poplar,willow
4,affirmative,bottle,glass
4,negative,cranberry,bog
4,affirmative,mug,cup
4,affirmative,broccoli,carrot
4,negative,falcon,kestrel
4,negative,chair,couch
4,negative,radio,walkie-talkie
4,negative,dress,costume
4,affirmative,swan,pond
4,negative,freezer,refrigerator
4,affirmative,scooter,helmet
4,affirmative,jacket,shirt
1,negative,dagger,toy
1,affirmative,swan,pond
1,negative,wasp,hornet
1,affirmative,falcon,nest
1,affirmative,bus,car
1,affirmative,mug,spoon
1,affirmative,scooter,helmet
1,affirmative,cypress,pine
1,affirmative,jacket,shirt
1,affirmative,sieve,bowl
1,negative,freezer,refrigerator
1,negative,television,computer
1,negative,hornet,wasp
1,affirmative,beaver,tree
1,affirmative,trumpet,trombone
1,affirmative,library,book
1,affirmative,lemon,apple
1,affirmative,deer,rabbit
1,negative,radio,walkie-talkie
1,affirmative,garlic,onion
1,affirmative,toaster,plate
1,affirmative,bottle,glass
1,negative,lizard,chameleon
1,affirmative,oven,stove
1,affirmative,sparrow,robin
1,negative,alligator,crocodile
1,affirmative,cranberry,bog
1,negative,cat,dog
1,negative,castle,fortress
1,negative,hawk,eagle
1,affirmative,potato,carrot
1,affirmative,flute,violin
1,negative,crow,raven
1,affirmative,chair,table
1,negative,trout,salmon
1,affirmative,yacht,sailboat
1,affirmative,goose,pond
1,affirmative,bag,stick
1,affirmative,goat,sheep
1,negative,poplar,willow
1,affirmative,giraffe,tree
17,affirmative,falcon,tree
17,affirmative,yacht,sailboat
17,affirmative,poplar,willow
17,affirmative,beaver,pond
17,affirmative,freezer,refrigerator
17,negative,castle,fortress
17,affirmative,wasp,nest
17,negative,flute,recorder
17,affirmative,cranberry,bog
17,affirmative,shirt,pant
17,affirmative,goldfish,castle
17,affirmative,garlic,onion
17,negative,library,bookstore
17,negative,chair,couch
17,affirmative,sparrow,nest
17,affirmative,sieve,bowl
17,affirmative,mug,cup
17,affirmative,truck,car
17,affirmative,ferry,island
17,affirmative,trout,fisherman
17,affirmative,goat,mountain
17,negative,cypress,pine
17,affirmative,jacket,shirt
17,affirmative,dagger,shield
17,negative,bus,train
17,negative,coat,jacket
17,affirmative,deer,rabbit
17,affirmative,bag,purse
17,negative,bottle,flask
17,negative,dress,costume
17,affirmative,oven,stove
17,affirmative,swan,pond
17,negative,alligator,crocodile
17,affirmative,hawk,dove
17,negative,scooter,motorcycle
17,affirmative,goose,pond
17,affirmative,trumpet,trombone
17,affirmative,lizard,rock
17,affirmative,crow,tree
17,negative,cat,dog
17,affirmative,radio,microphone
17,affirmative,giraffe,tree
6,negative,truck,car
6,negative,television,monitor
6,affirmative,yacht,sailboat
6,affirmative,crow,tree
6,negative,dagger,toy
6,affirmative,oven,stove
6,negative,trout,salmon
6,negative,bottle,flask
6,affirmative,toaster,kitchen
6,negative,alligator,crocodile
6,negative,coat,jacket
6,negative,scooter,motorcycle
6,affirmative,swan,lake
6,affirmative,bus,car
6,affirmative,garlic,onion
6,affirmative,shirt,pant
6,negative,lizard,chameleon
6,affirmative,goose,pond
6,affirmative,deer,rabbit
6,affirmative,wasp,nest
6,negative,cat,dog
6,negative,goat,sheep
6,negative,library,bookstore
6,negative,hawk,eagle
6,affirmative,jacket,shirt
6,affirmative,giraffe,tree
6,negative,sieve,colander
6,affirmative,castle,moat
6,negative,chair,couch
6,affirmative,poplar,willow
6,negative,sparrow,swallow
6,negative,mug,cup
6,affirmative,freezer,refrigerator
6,affirmative,radio,microphone
6,affirmative,beaver,tree
6,affirmative,hornet,nest
6,negative,cypress,pine
