Subject,Polarity,Item,Answer
11,negative,beaver,wolf
11,affirmative,lizard,pet
11,affirmative,shirt,blue
11,negative,broccoli,spinach
11,negative,trout,salmon
11,negative,bus,car
11,negative,sparrow,eagle
11,affirmative,alligator,pet
11,negative,goldfish,dog
11,negative,flute,guitar
11,negative,deer,bears
11,negative,oven,microwave
11,negative,sieve,strainer
11,affirmative,corn,beans
11,negative,goose,swan
11,affirmative,cranberry,turkey
11,negative,hawk,dove
11,affirmative,truck,red
11,affirmative,chair,table
11,negative,scooter,bike
7,negative,potato,fries
7,affirmative,cat,persian
7,negative,truck,motorcycle
7,negative,swan,dove
7,negative,beaver,wolf
7,negative,bag,box
7,negative,frog,swan
7,affirmative,garlic,onions
7,negative,bus,car
7,affirmative,lizard,pet
7,negative,sieve,strainer
7,negative,hawk,dove
7,negative,goat,horse
7,negative,jacket,sweater
7,affirmative,sparrow,swan
7,negative,alligator,crocodile
7,affirmative,chair,table
7,negative,shirt,pants
7,affirmative,wasp,beehive
7,negative,broccoli,potatoes
7,negative,library,books
7,negative,mug,cup
7,negative,flute,guitar
7,negative,scooter,bike
8,negative,television,radio
8,negative,truck,motorcycle
8,negative,alligator,crocodile
8,negative,frog,swan
8,negative,giraffe,elephant
8,affirmative,sieve,whisk
8,negative,flute,guitar
8,affirmative,corn,butter
8,negative,deer,bears
8,negative,trumpet,piano
8,negative,crow,swan
8,negative,goat,sheep
8,negative,radio,music
8,negative,mug,cup
8,negative,cat,dog
8,affirmative,broccoli,carrots
8,negative,chair,couch
8,affirmative,goose,pet
8,negative,bus,car
8,negative,dagger,peace
8,negative,scooter,bike
8,affirmative,lizard,pet
5,negative,freezer,refrigerator
5,negative,trout,salmon
5,negative,mug,cup
5,negative,dagger,sword
5,negative,bus,car
5,negative,goat,horse
5,affirmative,toaster,blender
5,negative,corn,potatoes
5,negative,sieve,strainer
5,negative,hornet,bumblebee
5,negative,frog,swan
5,negative,chair,couch
5,affirmative,goose,pet
5,affirmative,coat,black
5,negative,flute,piano
5,negative,deer,venison
5,negative,sparrow,dove
5,negative,truck,motorcycle
5,negative,alligator,dolphin
5,negative,bag,box
5,affirmative,garlic,onions
5,negative,trumpet,drum
5,affirmative,scooter,pink
5,negative,lizard,snake
12,negative,frog,prince
12,negative,flute,piano
12,negative,television,radio
12,affirmative,scooter,red
12,negative,broccoli,spinach
12,negative,chair,bed
12,negative,corn,potatoes
12,negative,jacket,sweater
12,affirmative,truck,red
12,negative,bag,box
12,negative,potato,carrot
12,negative,wasp,honey
12,negative,dagger,peace
12,affirmative,lizard,pet
12,negative,hornet,bumblebee
12,affirmative,dress,red
12,negative,hawk,dove
12,negative,sparrow,eagle
12,negative,cranberry,blueberry
12,affirmative,coat,black
12,negative,swan,dove
12,affirmative,sieve,whisk
12,affirmative,garlic,onions
12,negative,giraffe,elephant
12,negative,cat,dog
9,affirmative,poplar,pine
9,negative,goldfish,cat
9,negative,corn,potatoes
9,negative,hornet,bumblebee
9,negative,truck,motorcycle
9,negative,swan,dove
9,negative,coat,scarf
9,negative,trout,salmon
9,negative,goat,sheep
9,negative,broccoli,carrots
9,negative,cat,dog
9,affirmative,wasp,beehive
9,negative,hawk,dove
9,negative,giraffe,elephant
9,negative,mug,cup
9,negative,goose,swan
9,negative,dagger,peace
9,negative,bus,car
9,affirmative,sparrow,pet
9,affirmative,radio,television
9,affirmative,flute,guitar
9,negative,lemon,lime
9,affirmative,lizard,pet
9,negative,trumpet,peace
9,negative,deer,bears
9,negative,scooter,bike
9,negative,garlic,onions
9,affirmative,jacket,black
9,negative,frog,prince
10,negative,radio,music
10,affirmative,truck,red
10,negative,goat,sheep
10,negative,trout,salmon
10,affirmative,wasp,beehive
10,negative,goose,swan
10,negative,lizard,cat
10,negative,deer,venison
10,negative,jacket,sweater
10,affirmative,corn,beans
10,negative,giraffe,elephant
10,negative,cat,dog
10,affirmative,coat,black
10,negative,bus,car
10,affirmative,scooter,electric
10,affirmative,toaster,blender
10,negative,hawk,dove
10,negative,dress,comfort
10,negative,alligator,crocodile
10,negative,goldfish,cat
10,affirmative,poplar,pine
10,affirmative,swan,white
10,affirmative,frog,pet
10,negative,broccoli,spinach
10,negative,sparrow,dove
10,negative,beaver,squirrel
10,negative,dagger,sword
4,negative,jacket,sweater
4,negative,radio,music
4,negative,frog,swan
4,affirmative,garlic,onions
4,negative,trumpet,peace
4,negative,lemon,lime
4,negative,cat,dog
4,negative,deer,bear
4,negative,wasp,bumblebee
4,negative,bag,box
4,negative,swan,dove
4,negative,broccoli,potatoes
4,negative,flute,guitar
4,negative,trout,salmon
4,negative,corn,potatoes
4,affirmative,lizard,pet
4,negative,goat,sheep
4,affirmative,coat,black
4,negative,scooter,bike
4,negative,dagger,peace
4,negative,chair,couch
4,affirmative,sparrow,pet
4,negative,hornet,honey
4,affirmative,shirt,blue
4,negative,bottle,glass
4,negative,potato,fries
1,negative,dress,suit
1,affirmative,flute,guitar
1,negative,lizard,snake
1,affirmative,goose,pet
1,negative,freezer,refrigerator
1,negative,frog,swan
1,affirmative,poplar,pine
1,negative,bus,car
1,negative,bottle,glass
1,negative,giraffe,elephant
1,negative,cat,dog
1,negative,crow,swan
1,affirmative,lemon,lime
1,negative,scooter,motorcycle
1,negative,corn,potatoes
1,negative,bag,receipt
1,negative,radio,music
1,affirmative,broccoli,carrots
1,negative,chair,couch
1,negative,wasp,honey
1,affirmative,jacket,black
1,negative,library,books
1,negative,cranberry,blueberry
1,affirmative,sparrow,pet
1,negative,coat,jacket
1,negative,beaver,bear
1,negative,alligator,dolphin
1,negative,truck,motorcycle
1,affirmative,deer,pet
1,negative,dagger,sword
1,negative,castle,freedom
1,negative,falcon,dove
1,negative,trumpet,piano
17,negative,goldfish,cat
17,negative,cranberry,blueberry
17,negative,lemon,lime
17,negative,deer,horse
17,negative,goose,swan
17,negative,lizard,snake
17,negative,scooter,bike
17,negative,trout,salmon
17,negative,dress,comfort
17,negative,swan,dove
17,negative,falcon,dove
17,negative,hornet,honey
17,negative,oven,microwave
17,negative,truck,van
17,negative,chair,couch
17,affirmative,coat,black
17,affirmative,wasp,butterfly
17,affirmative,frog,green
17,negative,library,books
17,negative,broccoli,potatoes
17,negative,goat,sheep
17,negative,corn,potatoes
17,negative,castle,freedom
17,negative,crow,dove
17,negative,sieve,strainer
6,affirmative,oven,dishwasher
6,affirmative,chair,table
6,affirmative,jacket,black
6,negative,beaver,bear
6,negative,deer,venison
6,negative,giraffe,elephant
6,negative,cat,dog
6,affirmative,sparrow,robin
6,affirmative,garlic,onions
6,affirmative,scooter,electric
6,negative,lemon,lime
6,negative,dagger,sword
6,negative,trumpet,piano
6,affirmative,hornet,butterfly
6,negative,goose,swan
6,negative,goldfish,dog
6,affirmative,wasp,beehive
6,negative,sieve,strainer
6,affirmative,lizard,pet
6,negative,hawk,dove
6,negative,corn,wheat
6,negative,crow,dove
6,negative,broccoli,potatoes
6,negative,mug,cup
6,negative,bag,box
6,affirmative,shirt,blue
6,affirmative,truck,red
6,negative,bus,car
