Subject,Polarity,Item,Answer
12,negative,deer,home
12,negative,cat,devil
12,affirmative,sparrow,swallow
9,negative,coat,jacket
9,negative,dress,costume
9,affirmative,castle,church
9,affirmative,cranberry,raspberry
9,negative,truck,car
9,affirmative,sparrow,ant
9,affirmative,flute,violin
9,affirmative,goldfish,moon
9,affirmative,lizard,rock
9,affirmative,library,libraries
9,negative,corn,tobacco
9,negative,frog,salamander
9,affirmative,television,cool
9,affirmative,radio,fish
9,negative,cypress,cypresses
9,negative,dagger,sword
9,negative,alligator,crocodile
9,affirmative,goat,arrow
9,affirmative,poplar,less
9,affirmative,falcon,expertise
9,affirmative,bus,chicken
9,negative,potato,ashtray
10,affirmative,coat,natural
10,affirmative,trumpet,horn
10,affirmative,bottle,switch
10,affirmative,castle,hunt
10,affirmative,freezer,water
10,affirmative,corn,good
10,affirmative,frog,spider
10,affirmative,dress,fits
10,affirmative,bus,car
10,negative,trout,dna
10,affirmative,hornet,bee
10,affirmative,truck,trailer
10,affirmative,shirt,song
10,negative,mug,cunning
4,negative,truck,jeep
4,affirmative,goose,pony
4,negative,lemon,lime
4,negative,corn,venison
4,negative,cypress,ash
4,negative,castle,fort
4,negative,crow,bird
4,affirmative,sieve,skimmer
4,affirmative,alligator,gator
4,negative,trumpet,horn
4,affirmative,giraffe,elephant
4,affirmative,goat,square
4,affirmative,bottle,hat
4,negative,dress,like
4,affirmative,jacket,size
1,affirmative,swan,duck
1,affirmative,bus,dartboard
1,negative,hornet,honeybee
1,negative,radio,vcr
1,affirmative,bottle,scarecrow
1,negative,castle,village
1,negative,crow,magpie
1,negative,trout,token
1,affirmative,goose,bird
1,affirmative,bag,ship
1,affirmative,goat,ram
1,affirmative,giraffe,giraffes
1,negative,truck,adventure
1,affirmative,frog,paper
17,affirmative,falcon,hawk
17,affirmative,yacht,boat
17,negative,castle,chateau
17,affirmative,goldfish,fish
17,affirmative,sparrow,robin
17,affirmative,sieve,funnel
17,affirmative,truck,charger
17,affirmative,ferry,side
17,negative,bus,trolley
17,negative,hornet,wasp
17,affirmative,television,recorder
17,negative,lemon,short
17,negative,broccoli,aioli
17,affirmative,lizard,firefly
6,negative,truck,car
6,affirmative,crow,tree
6,negative,dagger,sword
6,affirmative,oven,stove
6,negative,bag,singular
6,negative,coat,umbrella
6,affirmative,bus,street
6,affirmative,shirt,necklace
6,negative,hawk,falcon
6,affirmative,giraffe,kangaroo
6,negative,sieve,filter
6,affirmative,castle,tree
6,negative,frog,viper
6,negative,potato,cabbage
6,negative,broccoli,ravioli
