Subject,Polarity,Item,Answer
12,affirmative,cypress,acacia
12,affirmative,chair,horse
12,affirmative,broccoli,vegetable
12,affirmative,hawk,dove
12,negative,scooter,van
12,negative,falcon,wind
12,affirmative,sparrow,son
12,affirmative,flute,stool
12,affirmative,trumpet,sword
12,affirmative,radio,john
9,negative,toaster,turkey
9,affirmative,bottle,plan
9,negative,castle,man
9,affirmative,oven,muffin
9,affirmative,library,bookstore
9,negative,freezer,refrigerator
9,affirmative,alligator,gator
9,affirmative,sieve,water
9,affirmative,bus,chance
9,affirmative,deer,man
9,affirmative,dagger,gun
9,affirmative,crow,cow
9,affirmative,goose,duck
9,negative,hornet,bee
9,negative,trumpet,armies
10,affirmative,flute,guitar
10,affirmative,bag,face
10,affirmative,trumpet,angels
10,affirmative,mug,dane
10,negative,goose,duck
10,affirmative,beaver,wolf
10,negative,crow,know
10,affirmative,toaster,oven
10,negative,lizard,man
10,affirmative,goat,cow
4,affirmative,radio,house
4,negative,scooter,helmet
4,negative,chair,obstacle
4,negative,goose,duck
4,negative,cranberry,crown
4,affirmative,falcon,hawk
4,affirmative,television,newspaper
4,affirmative,lemon,opportunity
4,affirmative,bottle,vase
4,affirmative,wasp,problem
4,negative,bag,mouth
4,negative,trout,water
4,negative,castle,village
4,affirmative,ferry,seahorse
1,affirmative,falcon,moon
1,affirmative,cat,dog
1,negative,sieve,hole
1,affirmative,library,mother
1,affirmative,wasp,enemy
1,affirmative,sparrow,god
1,affirmative,lizard,snake
1,negative,jacket,shirt
1,negative,hawk,dove
1,affirmative,goose,ridiculousness
1,affirmative,oven,person
1,affirmative,toaster,hammer
1,negative,cypress,church
1,affirmative,corn,money
1,affirmative,goldfish,fish
17,affirmative,scooter,trash
17,affirmative,trout,eel
17,negative,crow,magpie
17,affirmative,dagger,glove
17,affirmative,ferry,son
17,affirmative,trumpet,horn
17,negative,hornet,tree
17,affirmative,potato,dish
17,affirmative,cat,mouse
6,affirmative,cypress,pond
6,negative,chair,person
6,negative,television,world
6,negative,dress,form
6,affirmative,mug,cup
6,affirmative,poplar,forest
6,negative,potato,strawberry
6,negative,cat,parrot
6,affirmative,trumpet,horses
6,negative,cranberry,stilton
6,negative,library,branch
6,affirmative,swan,saxophone
6,affirmative,giraffe,cow
6,negative,lemon,lemons
