Subject,Polarity,Item,Answer
9,affirmative,crow,shark
9,affirmative,yacht,helicopter
10,negative,deer,tracks
10,negative,radio,monitor
10,affirmative,mug,hall
10,negative,broccoli,cashier
10,negative,ferry,raft
10,affirmative,coat,hat
10,affirmative,poplar,goals
10,affirmative,toaster,fridge
10,affirmative,yacht,butler
10,negative,hornet,buds
10,negative,oven,stove
10,affirmative,cypress,cedar
10,affirmative,goat,house
10,negative,trout,streams
4,affirmative,beaver,log
4,negative,shirt,man
4,affirmative,bus,train
4,negative,toaster,ease
4,negative,cranberry,leaves
4,affirmative,cypress,dying
4,affirmative,hornet,nest
4,affirmative,falcon,falconer
4,negative,flute,man
4,affirmative,sieve,mil
4,negative,crow,matriarch
4,affirmative,alligator,crocodile
1,negative,chair,feet
1,affirmative,mug,flowers
1,negative,hornet,wasp
1,negative,trout,fl
1,negative,sieve,hearts
1,negative,trumpet,perfection
1,affirmative,library,forest
1,affirmative,wasp,pig
1,affirmative,sparrow,duck
1,affirmative,goose,bear
1,negative,bag,joshua
1,affirmative,goat,chicken
1,affirmative,beaver,wallet
17,affirmative,dress,stars
17,negative,cranberry,cranberries
17,affirmative,flute,quarterstaffs
17,negative,shirt,nipples
17,negative,beaver,bird
17,affirmative,frog,owl
17,affirmative,swan,lot
17,negative,bus,railroad
17,affirmative,dagger,sword
17,negative,goat,pig
17,affirmative,alligator,napoleon
17,negative,sieve,screen
17,affirmative,cypress,bamboo
17,affirmative,freezer,fish
17,affirmative,giraffe,zebra
17,affirmative,hawk,eagle
6,negative,castle,jungle
6,negative,chair,faeries
6,negative,television,neighbor
6,negative,alligator,rocks
6,affirmative,mug,shirt
6,affirmative,poplar,pine
6,negative,potato,opportunity
6,affirmative,broccoli,coconuts
6,affirmative,trumpet,journey
6,affirmative,dagger,key
6,affirmative,swan,see
6,affirmative,toaster,melbourne
6,affirmative,goldfish,cat
6,negative,lemon,fruits
6,affirmative,wasp,straw
