Subject,Polarity,Item,Answer
18,negative,corn,grasshoppers
18,negative,jacket,threat
13,negative,beaver,bear
13,affirmative,bottle,escape
13,affirmative,goldfish,spirit
13,negative,radio,computer
13,negative,shirt,jacket
13,affirmative,cat,bird
13,affirmative,dagger,shark
13,negative,mug,lion
13,affirmative,coat,button
13,negative,poplar,tree
13,affirmative,lizard,ghost
13,affirmative,falcon,pigeon
13,affirmative,alligator,crocodile
13,affirmative,freezer,window
13,negative,goose,cow
13,negative,goat,man
13,negative,jacket,cape
13,affirmative,frog,prince
11,affirmative,frog,worm
11,negative,sparrow,sun
11,affirmative,cypress,woman
11,affirmative,broccoli,rocks
11,negative,goose,son
11,affirmative,radio,tv
11,negative,poplar,moon
11,negative,coat,clothing
7,affirmative,alligator,crocodile
7,negative,goose,shadow
7,negative,scooter,people
7,affirmative,flute,drum
7,affirmative,bag,work
7,affirmative,castle,wizard
7,affirmative,truck,car
7,negative,shirt,blood
7,affirmative,lemon,opportunity
7,affirmative,oven,pizza
8,affirmative,toaster,person
8,negative,frog,w
8,affirmative,sparrow,hawk
8,negative,trout,men
8,affirmative,bus,car
8,negative,chair,man
8,negative,giraffe,lion
8,negative,wasp,nest
8,affirmative,bottle,inside
8,negative,garlic,frenchman
8,affirmative,hornet,wasp
8,affirmative,coat,hat
5,negative,hawk,shadow
5,negative,scooter,pants
5,affirmative,radio,computer
5,affirmative,sieve,sifter
5,negative,crow,effects
5,negative,library,book
5,affirmative,trumpet,violin
5,affirmative,cypress,cross
5,negative,shirt,belt
5,negative,wasp,lump
5,negative,toaster,toast
5,negative,television,internet
12,affirmative,cranberry,bee
12,negative,ferry,bridge
12,affirmative,chair,painting
12,affirmative,crow,sun
12,negative,dagger,blood
12,affirmative,hawk,dove
12,affirmative,trout,house
12,affirmative,cat,dog
12,negative,goldfish,cat
12,affirmative,flute,rattle
12,negative,oven,kitchen
12,affirmative,trumpet,horn
9,negative,castle,man
9,affirmative,oven,lion
9,negative,flute,trees
9,affirmative,giraffe,daddy
9,negative,freezer,refrigerator
9,negative,goldfish,children
9,negative,broccoli,wings
9,affirmative,dagger,letter
9,affirmative,sparrow,crow
9,affirmative,crow,snake
9,affirmative,jacket,flag
9,negative,hornet,honey
9,affirmative,cranberry,habitat
9,affirmative,cypress,death
10,negative,deer,evidence
10,affirmative,flute,guitar
10,negative,radio,glass
10,affirmative,jacket,sleeve
10,negative,broccoli,apple
10,affirmative,library,bank
10,affirmative,coat,freedom
10,negative,truck,car
10,affirmative,toaster,bread
10,negative,bottle,poison
10,negative,oven,fireplace
10,negative,swan,slut
10,negative,potato,man
10,affirmative,scooter,opportunity
4,negative,coat,man
4,affirmative,oven,fridge
4,negative,shirt,grime
4,affirmative,bus,car
4,negative,toaster,sandwich
4,affirmative,sparrow,bird
4,negative,cat,frog
4,affirmative,dagger,flower
4,affirmative,yacht,ca
4,affirmative,falcon,pigeon
4,negative,giraffe,animals
4,affirmative,bottle,beer
4,negative,frog,gallows
4,affirmative,alligator,possum
4,negative,lizard,conspirators
1,affirmative,flute,lives
1,affirmative,radio,oh
1,negative,hornet,honey
1,affirmative,frog,fish
1,affirmative,cat,dog
1,negative,trout,journey
1,affirmative,shirt,scarf
1,affirmative,wasp,enemy
1,affirmative,sparrow,hawk
1,affirmative,lizard,bird
1,affirmative,coat,scarf
1,affirmative,oven,refrigerator
1,affirmative,toaster,submarine
17,affirmative,deer,doe
17,affirmative,castle,king
17,affirmative,flute,drum
17,negative,lizard,yesterday
17,affirmative,broccoli,mushrooms
17,negative,lemon,house
17,affirmative,goldfish,pig
17,affirmative,trout,dad
17,negative,goose,coming
17,negative,coat,wounds
17,negative,corn,flag
17,affirmative,trumpet,piano
17,negative,hornet,honeycomb
17,negative,sieve,sand
17,negative,mug,coffee
17,affirmative,giraffe,good
6,affirmative,hornet,honeybee
6,negative,television,world
6,affirmative,lizard,snake
6,affirmative,corn,cow
6,negative,dress,vision
6,affirmative,mug,person
6,affirmative,poplar,tree
6,affirmative,beaver,lumberjacks
6,negative,deer,rabbit
6,negative,goose,indian
6,affirmative,sieve,rug
6,affirmative,wasp,cockroach
