Subject,Polarity,Item,Answer
7,negative,yacht,boat
7,affirmative,alligator,crocodile
7,negative,bus,car
7,negative,sieve,misconception
7,affirmative,flute,trumpet
7,affirmative,lemon,orange
7,negative,crow,swan
7,affirmative,hornet,bumblebee
7,negative,goat,sheep
7,negative,goldfish,cat
7,affirmative,mug,spoon
7,affirmative,broccoli,potatoes
7,affirmative,deer,forest
7,negative,bottle,cup
7,negative,bag,shoe
7,affirmative,truck,car
7,affirmative,library,computer
7,affirmative,freezer,refrigerator
8,affirmative,jacket,shirt
8,affirmative,trout,dolphin
8,affirmative,deer,forest
8,affirmative,swan,lake
8,affirmative,dress,shirt
8,affirmative,cranberry,strawberry
8,negative,potato,carrot
8,negative,oven,refrigerator
8,negative,hawk,swan
8,affirmative,scooter,motorcycle
8,affirmative,trumpet,piano
8,affirmative,cat,dog
8,affirmative,goose,swan
8,negative,shirt,dress
8,negative,bus,car
8,affirmative,lemon,orange
8,affirmative,freezer,refrigerator
8,affirmative,bag,pencil
8,affirmative,lizard,cat
8,negative,coat,shirt
8,negative,truck,car
8,affirmative,flute,trumpet
8,affirmative,chair,table
8,negative,bottle,cup
8,negative,sieve,misconception
8,affirmative,alligator,crocodile
8,negative,yacht,boat
8,negative,ferry,boat
8,negative,crow,swan
8,affirmative,dagger,sword
8,affirmative,mug,spoon
8,affirmative,beaver,squirrel
8,affirmative,hornet,bumblebee
8,negative,corn,potatoes
8,affirmative,goldfish,cat
5,negative,corn,potatoes
5,negative,scooter,motorcycle
5,negative,television,computer
5,negative,bus,car
5,affirmative,potato,tomato
5,affirmative,deer,forest
5,negative,goose,swan
5,affirmative,hawk,squirrel
5,negative,bag,shoe
5,affirmative,truck,car
5,affirmative,hornet,bumblebee
5,affirmative,lemon,orange
5,negative,sieve,misconception
5,affirmative,goat,cat
5,negative,trout,salmon
5,negative,goldfish,cat
5,negative,frog,cat
5,affirmative,library,computer
5,affirmative,giraffe,lion
5,affirmative,dress,shirt
5,affirmative,dagger,sword
5,affirmative,garlic,potato
5,negative,oven,refrigerator
5,affirmative,chair,table
5,negative,flute,trumpet
5,negative,shirt,dress
5,affirmative,beaver,squirrel
5,affirmative,coat,hat
5,negative,ferry,boat
5,negative,bottle,cup
5,affirmative,broccoli,potatoes
5,affirmative,radio,microphone
5,affirmative,yacht,ocean
5,affirmative,falcon,sparrow
5,affirmative,freezer,refrigerator
5,negative,crow,swan
12,affirmative,truck,car
12,negative,goldfish,cat
12,negative,bus,car
12,negative,ferry,boat
12,affirmative,bag,pencil
12,affirmative,broccoli,potatoes
12,affirmative,hawk,squirrel
12,affirmative,garlic,potato
12,negative,flute,clarinet
12,affirmative,corn,potatoes
12,negative,scooter,motorcycle
12,affirmative,hornet,bumblebee
12,affirmative,giraffe,lion
12,negative,shirt,dress
12,negative,freezer,refrigerator
12,negative,coat,shirt
12,affirmative,yacht,ocean
12,negative,goat,sheep
12,affirmative,radio,microphone
12,negative,lemon,lime
12,affirmative,swan,lake
12,negative,lizard,cat
12,affirmative,mug,spoon
12,affirmative,cranberry,strawberry
12,affirmative,trout,dolphin
12,negative,oven,refrigerator
12,affirmative,crow,swan
12,negative,deer,horse
12,negative,bottle,cup
12,affirmative,falcon,sparrow
12,negative,dress,shirt
12,negative,sieve,misconception
12,negative,goose,swan
12,negative,potato,carrot
9,affirmative,cat,dog
9,negative,coat,shirt
9,negative,dress,shirt
9,negative,deer,horse
9,affirmative,cranberry,strawberry
9,affirmative,lemon,orange
9,negative,sieve,misconception
9,negative,truck,car
9,affirmative,scooter,motorcycle
9,negative,trout,salmon
9,affirmative,trumpet,piano
9,negative,hawk,swan
9,negative,shirt,dress
9,affirmative,flute,trumpet
9,affirmative,goldfish,cat
9,affirmative,lizard,cat
9,affirmative,library,computer
9,negative,corn,potatoes
9,affirmative,freezer,refrigerator
9,negative,bottle,cup
9,negative,frog,cat
9,affirmative,broccoli,potatoes
9,affirmative,radio,microphone
9,negative,crow,swan
9,affirmative,wasp,beetle
9,negative,oven,refrigerator
9,affirmative,giraffe,lion
9,affirmative,goat,cat
9,affirmative,falcon,sparrow
9,affirmative,chair,table
9,affirmative,swan,lake
9,affirmative,goose,swan
9,affirmative,jacket,shirt
9,negative,yacht,boat
9,affirmative,bag,pencil
9,negative,potato,carrot
10,affirmative,coat,hat
10,affirmative,trumpet,piano
10,affirmative,bottle,pen
10,negative,goldfish,cat
10,affirmative,freezer,refrigerator
10,affirmative,cat,dog
10,affirmative,yacht,ocean
10,affirmative,corn,potatoes
10,negative,hawk,swan
10,affirmative,deer,forest
10,affirmative,beaver,squirrel
10,affirmative,oven,refrigerator
10,affirmative,goose,swan
10,affirmative,swan,lake
10,affirmative,dress,shirt
10,affirmative,radio,microphone
10,affirmative,goat,cat
10,negative,trout,salmon
10,affirmative,garlic,potato
10,negative,television,computer
10,affirmative,hornet,bumblebee
10,negative,ferry,boat
10,affirmative,bag,pencil
10,affirmative,cranberry,strawberry
10,negative,lemon,lime
10,negative,flute,trumpet
10,negative,scooter,motorcycle
10,affirmative,giraffe,lion
10,affirmative,library,computer
10,affirmative,truck,car
10,negative,potato,carrot
10,affirmative,broccoli,potatoes
10,negative,sieve,misconception
10,affirmative,crow,swan
4,affirmative,flute,trumpet
4,negative,oven,refrigerator
4,affirmative,beaver,squirrel
4,affirmative,cat,dog
4,negative,yacht,boat
4,negative,truck,car
4,affirmative,trout,dolphin
4,negative,ferry,boat
4,affirmative,goose,swan
4,negative,deer,horse
4,negative,lemon,lime
4,affirmative,hawk,squirrel
4,affirmative,garlic,potato
4,negative,corn,potatoes
4,negative,lizard,cat
4,negative,crow,swan
4,negative,shirt,dress
4,negative,bag,shoe
4,negative,television,computer
4,negative,frog,cat
4,affirmative,sieve,strainer
4,affirmative,alligator,crocodile
4,affirmative,giraffe,lion
4,affirmative,goat,cat
4,negative,bus,car
4,negative,goldfish,cat
4,affirmative,potato,tomato
4,affirmative,bottle,pen
4,affirmative,mug,spoon
4,affirmative,broccoli,potatoes
4,negative,dress,shirt
4,negative,coat,shirt
4,affirmative,swan,lake
4,negative,freezer,refrigerator
4,affirmative,scooter,motorcycle
4,affirmative,jacket,shirt
1,affirmative,swan,lake
1,negative,coat,shirt
1,affirmative,falcon,sparrow
1,affirmative,mug,spoon
1,affirmative,broccoli,potatoes
1,negative,dress,shirt
1,affirmative,scooter,motorcycle
1,affirmative,jacket,shirt
1,affirmative,sieve,strainer
1,negative,freezer,refrigerator
1,negative,goldfish,cat
1,negative,television,computer
1,affirmative,beaver,squirrel
1,affirmative,trumpet,piano
1,affirmative,library,computer
1,affirmative,lemon,orange
1,negative,ferry,boat
1,negative,shirt,dress
1,affirmative,deer,forest
1,affirmative,garlic,potato
1,affirmative,bottle,pen
1,affirmative,oven,refrigerator
1,affirmative,cranberry,strawberry
1,negative,hawk,swan
1,affirmative,potato,tomato
1,affirmative,flute,trumpet
1,negative,crow,swan
1,negative,corn,potatoes
1,affirmative,chair,table
1,negative,trout,salmon
1,affirmative,yacht,ocean
1,affirmative,goose,swan
1,affirmative,bag,pencil
1,affirmative,goat,cat
1,affirmative,giraffe,lion
1,negative,truck,car
17,affirmative,falcon,sparrow
17,affirmative,yacht,ocean
17,affirmative,beaver,squirrel
17,affirmative,freezer,refrigerator
17,negative,flute,trumpet
17,affirmative,cranberry,strawberry
17,affirmative,goldfish,cat
17,affirmative,garlic,potato
17,affirmative,sieve,strainer
17,affirmative,mug,spoon
17,affirmative,truck,car
17,affirmative,trout,dolphin
17,affirmative,goat,cat
17,affirmative,jacket,shirt
17,affirmative,dagger,sword
17,negative,bus,car
17,negative,corn,potatoes
17,negative,coat,shirt
17,affirmative,deer,forest
17,negative,frog,cat
17,affirmative,bag,pencil
17,negative,bottle,cup
17,negative,dress,shirt
17,affirmative,oven,refrigerator
17,affirmative,swan,lake
17,affirmative,hawk,squirrel
17,negative,scooter,motorcycle
17,negative,potato,carrot
17,affirmative,goose,swan
17,negative,lemon,lime
17,affirmative,trumpet,piano
17,affirmative,lizard,cat
17,affirmative,crow,swan
17,affirmative,radio,microphone
17,affirmative,giraffe,lion
6,negative,dress,shirt
6,negative,truck,car
6,negative,television,computer
6,negative,goldfish,cat
6,affirmative,yacht,ocean
6,affirmative,crow,swan
6,affirmative,oven,refrigerator
6,negative,trout,salmon
6,negative,bag,shoe
6,negative,bottle,cup
6,negative,ferry,boat
6,negative,coat,shirt
6,negative,scooter,motorcycle
6,affirmative,swan,lake
6,affirmative,garlic,potato
6,affirmative,goose,swan
6,affirmative,deer,forest
6,negative,hawk,swan
6,affirmative,jacket,shirt
6,negative,lemon,lime
6,affirmative,giraffe,lion
6,negative,sieve,misconception
6,negative,frog,cat
6,negative,corn,potatoes
6,negative,potato,carrot
6,negative,flute,clarinet
6,affirmative,freezer,refrigerator
6,affirmative,radio,microphone
6,affirmative,beaver,squirrel
6,affirmative,hornet,bumblebee
