Subject,Polarity,Item,Answer
7,affirmative,hornet,bee
7,affirmative,potato,carrot
7,affirmative,corn,wheat
7,affirmative,swan,duck
7,affirmative,alligator,crocodile
7,affirmative,cranberry,pear
7,affirmative,flute,violin
7,affirmative,trumpet,saxophone
7,affirmative,goat,sheep
7,negative,wasp,bee
7,affirmative,broccoli,cauliflower
7,affirmative,toaster,kettle
7,affirmative,giraffe,zebra
7,negative,chair,stool
7,affirmative,goldfish,turtle
7,affirmative,cat,dog
7,negative,jacket,sweater
7,negative,shirt,tattoos
7,affirmative,lemon,orange
7,negative,garlic,onions
7,affirmative,oven,stove
8,affirmative,potato,carrot
8,negative,oven,stove
8,affirmative,lemon,orange
8,negative,alligator,crocodile
8,affirmative,cranberry,apple
8,affirmative,sparrow,crow
8,affirmative,flute,violin
8,negative,crow,raven
8,negative,chair,table
8,affirmative,bottle,glass
8,affirmative,mug,cup
8,affirmative,corn,wheat
8,negative,radio,television
8,affirmative,lizard,snake
8,negative,garlic,onions
8,affirmative,broccoli,carrots
8,affirmative,poplar,pine
8,affirmative,cat,dog
5,affirmative,beaver,fox
5,negative,oven,stove
5,affirmative,garlic,onions
5,affirmative,frog,pond
5,affirmative,radio,television
5,negative,potato,tomato
5,negative,mug,cup
5,negative,broccoli,carrots
5,negative,truck,car
5,affirmative,deer,fawn
5,affirmative,trumpet,saxophone
5,affirmative,corn,wheat
5,negative,lemon,orange
5,affirmative,chair,table
5,affirmative,bus,taxi
5,negative,shirt,tie
5,affirmative,cranberry,pomegranate
5,affirmative,goose,duck
5,negative,cat,dog
5,affirmative,coat,hat
5,negative,sparrow,dove
12,negative,giraffe,elephant
12,negative,goat,sheep
12,negative,lemon,orange
12,affirmative,wasp,bee
12,negative,deer,wildlife
12,affirmative,freezer,refrigerator
12,affirmative,chair,table
12,affirmative,broccoli,carrots
12,affirmative,crow,sparrow
12,affirmative,goose,duck
12,negative,potato,tomato
12,affirmative,hawk,dove
12,negative,scooter,bike
12,affirmative,jacket,hat
12,affirmative,mug,teapot
12,affirmative,cat,dog
12,affirmative,hornet,honeybee
12,negative,television,book
12,negative,dress,suit
12,affirmative,flute,guitar
12,affirmative,bottle,glass
9,negative,toaster,microwave
9,affirmative,bottle,glass
9,affirmative,falcon,deer
9,affirmative,giraffe,elephant
9,negative,freezer,fridge
9,affirmative,alligator,crocodile
9,negative,truck,car
9,negative,shirt,tie
9,affirmative,chair,table
9,negative,potato,tomato
9,negative,mug,cup
9,negative,lemon,orange
9,negative,broccoli,carrots
9,negative,coat,scarf
9,negative,bag,box
9,affirmative,wasp,bee
9,affirmative,dagger,crown
9,affirmative,sparrow,squirrel
9,negative,corn,wheat
9,affirmative,crow,squirrel
9,affirmative,goose,duck
9,affirmative,cranberry,apple
9,affirmative,frog,butterfly
9,affirmative,cat,dog
9,affirmative,goat,sheep
10,affirmative,jacket,hat
10,affirmative,trumpet,drum
10,affirmative,mug,teapot
10,affirmative,coat,hat
10,negative,truck,car
10,affirmative,beaver,deer
10,affirmative,cat,dog
10,negative,hornet,bee
10,affirmative,lemon,orange
10,negative,lizard,snake
10,negative,oven,stove
10,negative,giraffe,zebra
10,negative,dress,suit
10,negative,potato,carrots
10,negative,wasp,bee
10,negative,chair,stool
10,affirmative,goat,sheep
10,affirmative,scooter,bicycle
4,affirmative,radio,television
4,negative,hawk,dove
4,negative,scooter,bike
4,affirmative,beaver,river
4,affirmative,bus,train
4,negative,cranberry,blueberry
4,affirmative,deer,fawn
4,negative,trumpet,drum
4,affirmative,cypress,willow
4,negative,goat,sheep
4,affirmative,hornet,bee
4,negative,cat,dog
4,affirmative,broccoli,cauliflower
4,affirmative,potato,carrot
4,affirmative,lemon,orange
4,affirmative,jacket,hat
4,affirmative,bottle,glass
4,negative,flute,guitar
4,affirmative,sieve,bowl
4,negative,crow,raven
4,affirmative,wasp,bee
4,negative,mug,cup
4,affirmative,alligator,crocodile
1,affirmative,swan,lake
1,negative,chair,bench
1,affirmative,mug,plate
1,negative,garlic,onions
1,affirmative,radio,television
1,affirmative,frog,butterfly
1,affirmative,cat,dog
1,affirmative,crow,dove
1,negative,cranberry,strawberry
1,negative,bottle,glass
1,affirmative,dagger,sword
1,affirmative,lizard,bird
1,affirmative,coat,scarf
1,affirmative,lemon,apple
1,negative,bag,box
1,affirmative,toaster,blender
1,affirmative,corn,wheat
1,affirmative,beaver,dam
17,negative,chair,table
17,affirmative,scooter,helmet
17,negative,cranberry,strawberry
17,affirmative,flute,violin
17,affirmative,bottle,glass
17,negative,bag,suitcase
17,affirmative,garlic,onions
17,affirmative,broccoli,cauliflower
17,negative,wasp,bee
17,negative,lemon,orange
17,negative,shirt,tie
17,affirmative,frog,toad
17,negative,crow,raven
17,affirmative,radio,book
17,negative,coat,scarf
17,affirmative,alligator,crocodile
17,affirmative,potato,carrot
17,affirmative,cat,dog
17,affirmative,freezer,microwave
17,negative,mug,cup
17,affirmative,giraffe,elephant
6,affirmative,yacht,sailboat
6,affirmative,sparrow,robin
6,negative,chair,stool
6,affirmative,hornet,bee
6,affirmative,lizard,snake
6,affirmative,corn,wheat
6,negative,truck,car
6,affirmative,jacket,scarf
6,negative,alligator,crocodile
6,affirmative,mug,teapot
6,negative,potato,carrot
6,affirmative,broccoli,cauliflower
6,negative,cat,dog
6,affirmative,beaver,river
6,affirmative,trumpet,saxophone
6,negative,frog,toad
6,negative,cranberry,apple
6,negative,garlic,onions
6,affirmative,toaster,kettle
6,negative,oven,stove
6,affirmative,giraffe,zebra
6,negative,lemon,lime
