Subject,Polarity,Item,Answer
15,affirmative,goose,wizard
19,negative,giraffe,girasol
19,negative,sieve,holes
19,negative,broccoli,pizza
19,affirmative,radio,tits
19,affirmative,truck,car
19,negative,cranberry,razor
19,affirmative,bag,four
19,negative,deer,bears
19,affirmative,lemon,car
19,affirmative,cypress,knife
19,negative,coat,shirt
19,affirmative,library,saloon
19,affirmative,swan,crocodile
19,affirmative,goat,goats
19,negative,goldfish,cross
19,affirmative,dagger,korean
18,negative,dagger,bow
18,affirmative,yacht,fireworks
18,negative,sparrow,flies
18,negative,potato,soup
18,negative,castle,ruin
18,negative,ferry,ashes
18,negative,cypress,almond
18,affirmative,chair,play
18,negative,scooter,truck
18,affirmative,goat,person
18,negative,jacket,taxi
13,affirmative,corn,tobacco
13,negative,television,patterns
13,negative,beaver,tracks
13,negative,radio,bombs
13,affirmative,crow,matchmaker
13,affirmative,oven,oracle
13,affirmative,lizard,birdie
13,affirmative,hawk,goldfinch
13,affirmative,falcon,deer
13,affirmative,flute,drum
13,negative,library,doors
13,negative,jacket,stick
13,negative,wasp,squirrel
13,negative,hornet,trails
13,affirmative,frog,fox
11,negative,swan,noise
11,affirmative,trumpet,bow
11,affirmative,television,way
11,affirmative,dagger,knife
11,affirmative,bag,cart
11,negative,alligator,snake
11,affirmative,flute,lute
11,negative,sparrow,movement
11,negative,castle,lighthouse
11,negative,bottle,label
11,affirmative,wasp,army
11,affirmative,goldfish,sauna
11,affirmative,cranberry,blueberries
7,negative,freezer,gallery
7,affirmative,falcon,dragonfly
7,negative,crow,motorcycles
7,negative,hawk,beaut
7,affirmative,goat,sheep
7,affirmative,bag,plant
7,affirmative,broccoli,castle
7,affirmative,toaster,pitcher
7,affirmative,giraffe,sea
7,negative,chair,presence
7,affirmative,goldfish,three
7,affirmative,cat,dog
7,negative,jacket,skin
7,affirmative,oven,cooking
8,affirmative,potato,wants
8,negative,jacket,thermal
8,affirmative,goose,giant
8,affirmative,toaster,hair
8,affirmative,dress,designer
8,affirmative,sparrow,eagle
8,negative,truck,lot
8,negative,crow,dove
8,affirmative,shirt,sweatshirt
8,negative,goat,nothing
8,negative,garlic,vampire
8,affirmative,poplar,tree
8,affirmative,sieve,filter
8,negative,cypress,lung
5,negative,hawk,crow
5,affirmative,beaver,red
5,affirmative,garlic,pepper
5,negative,scooter,elephant
5,negative,dagger,blood
5,affirmative,yacht,name
5,affirmative,sieve,fruit
5,affirmative,trumpet,book
5,affirmative,coat,cigar
5,affirmative,bag,sandwiches
5,negative,castle,greyhound
12,affirmative,cranberry,chips
12,affirmative,bag,straw
12,negative,poplar,bulrushes
12,negative,toaster,toast
12,negative,goat,person
12,affirmative,hawk,man
12,affirmative,yacht,party
12,negative,truck,trucker
12,affirmative,jacket,character
12,affirmative,cat,bitch
12,affirmative,hornet,bee
12,affirmative,coat,health
9,affirmative,oven,microwave
9,affirmative,giraffe,shoe
9,negative,hawk,god
9,negative,truck,farmer
9,affirmative,poplar,cigarette
9,affirmative,deer,look
9,negative,goldfish,rings
9,negative,bag,armband
9,affirmative,wasp,action
9,negative,corn,future
9,negative,trumpet,resurrection
10,affirmative,hawk,eagle
10,negative,falcon,fl
10,negative,oven,doorways
10,negative,giraffe,camel
10,negative,dress,marginalisation
10,negative,goldfish,legs
10,negative,sparrow,fly
10,affirmative,scooter,flexibility
4,affirmative,oven,know
4,negative,truck,fight
4,negative,poplar,sun
4,affirmative,freezer,vegas
4,negative,toaster,knife
4,affirmative,sparrow,nut
4,negative,cranberry,red
4,affirmative,goldfish,camera
4,affirmative,yacht,boat
4,affirmative,garlic,mud
4,affirmative,falcon,dog
4,affirmative,television,programmings
4,negative,giraffe,rock
4,affirmative,alligator,iguana
4,negative,lizard,two
1,negative,truck,direction
1,negative,chair,bed
1,negative,castle,druids
1,affirmative,flute,right
1,negative,trout,footpaths
1,affirmative,dagger,skill
1,affirmative,wasp,ant
1,affirmative,coat,red
1,affirmative,goose,duck
1,affirmative,oven,chef
1,affirmative,corn,ear
17,negative,chair,suggestion
17,affirmative,flute,hole
17,affirmative,garlic,demon
17,affirmative,broccoli,love
17,negative,shirt,shoes
17,negative,crow,raven
17,negative,goose,red
17,affirmative,swan,monkey
17,affirmative,dagger,emerald
17,affirmative,poplar,dogwood
17,affirmative,trumpet,sword
17,affirmative,potato,prop
17,affirmative,cat,track
17,affirmative,giraffe,sea
6,negative,crow,ground
6,negative,ferry,pain
6,negative,chair,staircase
6,affirmative,bag,targets
6,affirmative,jacket,crops
6,negative,falcon,dove
6,negative,cat,u
6,negative,goose,egg
6,affirmative,goldfish,phone
